# Wordlist

# DATA
ID	CONCEPT_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	COGID	COGIDS	MORPHEMES	TOKENS	GLOTTOCODE	CONCEPTICON	COMMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	ALIGNMENT
623	36_cut	CUT	CentralTunebo	Central Tunebo	kwi'ki	kwi'ki	343	463		k w i 'k/k i		1432		1 6 7 1 7	ACXBZ	KWIKI	9	9.K.C 9.W.C 9.I.V 9.K.C 9.I.V	2.0 1.5 1.5 1.75 0.8	kwi'k/ki	0	k w i 'k/k i
624	36_cut	CUT	Bari	Barí	a:kd	a:kd	331	461		a: k d		1432		7 1 1	XLN	AKT	3	3.A.V 3.K.c 3.T.c	1.5 1.1 0.8	a:kd	0	- - a: k d -
#
145	100_dance	DANCE	LencaSalvador	Lenca-Salvador	uli	uli	66	491		u l i		1879		7 5 7	XBZ	YLI	15	15.Y.V 15.L.C 15.I.V	1.5 1.75 0.8	uli	0	u l i
146	100_dance	DANCE	LencaHonduras	Lenca-Honduras	ul	ul	66	491		u l		1879		7 5	XN	YL	14	14.Y.V 14.L.c	1.5 0.8	ul	0	u l -
147	100_dance	DANCE	Cacaopera	Cacaopera	jaukan	jaukan	67	489		j a u k a n		1879		6 7 7 1 7 4	AXYBYN	JAYKAN	8	8.J.C 8.A.V 8.Y.V 8.K.C 8.A.V 8.N.c	2.0 1.5 1.3 1.75 1.3 0.8	jaukan	0	j a u k a n
148	100_dance	DANCE	Mayangna	Mayangna	ubu	ubu	68	491		u b u		1879		7 1 7	XBZ	YPY	18	18.Y.V 18.P.C 18.Y.V	1.5 1.75 0.8	ubu	0	u b u
149	100_dance	DANCE	Ulwa	Ulwa	aba:	aba:	69	491		a b a:		1879		7 1 7	XBZ	APA	25	25.A.V 25.P.C 25.A.V	1.5 1.75 0.8	aba:	0	a b a:
150	100_dance	DANCE	Miskito	Mískito	dans pul	dans pul	70	492 491		d a n s + p u l		1879		1 7 4 3 9 1 7 5	AXLN_AXN	TANS_PYL	19	19.T.C 19.A.V 19.N.c 19.S.c 19._._ 19.P.C 19.Y.V 19.L.c	2.0 1.5 1.1 0.8 0.0 2.0 1.5 0.8	dans+pul	0	d a n s + p u l
151	100_dance	DANCE	Pech	Pech	wiʔ	wiʔ	71	493		w i ʔ		1879		6 7 1	AXN	WIH	21	21.W.C 21.I.V 21.H.c	2.0 1.5 0.8	wiʔ	0	- w i - - ʔ - -
152	100_dance	DANCE	Rama	Rama	katapaik	katapaik	72	486		k a t a p a i k		1879		1 7 1 7 1 7 7 1	AXBYBYYN	KATAPAIK	22	22.K.C 22.A.V 22.T.C 22.A.V 22.P.C 22.A.V 22.I.V 22.K.c	2.0 1.5 1.75 1.3 1.75 1.3 1.3 0.8	katapaik	0	k a t a p a i k
153	100_dance	DANCE	MalekuJaika	Maléku Jaíka	ɬi:la	ɬi:la	73	491		ɬ i: l a		1879		5 7 5 7	AXBZ	LILA	17	17.L.C 17.I.V 17.L.C 17.A.V	2.0 1.5 1.75 0.8	ɬi:la	0	ɬ i: l a
154	100_dance	DANCE	Boruca	Boruca	kuìk	kuìk	71	486		k u ì/i k		1879		1 7 7 1	AXYN	KYIK	4	4.K.C 4.Y.V 4.I.V 4.K.c	2.0 1.5 1.3 0.8	kuì/ik	0	k - u - ì/i k - -
155	100_dance	DANCE	Bribri	Bribri	kaɺʊ́tɪ	kaɺʊ́tɪ	74	488		k a ɺ ʊ́/ʊ t ɪ		1879		1 7 5 7 1 7	AXBYBZ	KARYTI	5	5.K.C 5.A.V 5.R.C 5.Y.V 5.T.C 5.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kaɺʊ́/ʊtɪ	0	k a ɺ ʊ́/ʊ t ɪ
156	100_dance	DANCE	Cabecar	Cabécar	kaɺʊ́tɪ	kaɺʊ́tɪ	74	488		k a ɺ ʊ́/ʊ t ɪ		1879		1 7 5 7 1 7	AXBYBZ	KARYTI	7	7.K.C 7.A.V 7.R.C 7.Y.V 7.T.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kaɺʊ́/ʊtɪ	0	k a ɺ ʊ́/ʊ t ɪ
157	100_dance	DANCE	Teribe	Teribe	tʰàŋnióŋ	tʰàŋnióŋ	75	494		tʰ à/a ŋ n i ó/o ŋ		1879		1 7 4 4 7 7 4	AXMBYYN	TANNIUN	24	24.T.C 24.A.V 24.N.c 24.N.C 24.I.V 24.U.V 24.N.c	2.0 1.5 1.1 1.75 1.3 1.3 0.8	tʰà/aŋnió/oŋ	0	tʰ à/a ŋ n i ó/o ŋ
158	100_dance	DANCE	Ngabere	Ngäbere	bradʒe	bradʒe	76	488		b r a dʒ e		1879		1 5 7 1 7	ACXBZ	PRATE	20	20.P.C 20.R.C 20.A.V 20.T.C 20.E.V	2.0 1.5 1.5 1.75 0.8	bradʒe	0	b r a dʒ e
159	100_dance	DANCE	Buglere	Buglere	gwie	gwie	71	486		g w i e		1879		1 6 7 7	ACXZ	KWIE	6	6.K.C 6.W.C 6.I.V 6.E.V	2.0 1.5 1.5 0.8	gwie	0	g w i - e - - -
160	100_dance	DANCE	Dorasque	Dorasque	kúyi	kúyi	71	486		k ú/u y i		1879		1 7 7 7	AXYZ	KYYI	13	13.K.C 13.Y.V 13.Y.V 13.I.V	2.0 1.5 1.3 0.8	kú/uyi	0	k - ú/u - y - - i
161	100_dance	DANCE	SanBlasKuna	San Blas Kuna	kuile	kuile	71	486		k u i l e		1879		1 7 7 5 7	AXYBZ	KYILE	23	23.K.C 23.Y.V 23.I.V 23.L.C 23.E.V	2.0 1.5 1.3 1.75 0.8	kuile	0	k - u - i l - e
162	100_dance	DANCE	Cogui	Cogui	kuiz	kuiz	71	486		k u i z		1879		1 7 7 3	AXYN	KYIS	12	12.K.C 12.Y.V 12.I.V 12.S.c	2.0 1.5 1.3 0.8	kuiz	0	k - u - i z - -
163	100_dance	DANCE	Arhuaco	Arhuaco	kué	kué	71	486		k u é/e		1879		1 7 7	AXZ	KYE	1	1.K.C 1.Y.V 1.E.V	2.0 1.5 0.8	kué/e	0	k - u - é/e - - -
164	100_dance	DANCE	Malayo	Malayo	ku'i	ku'i	71	486		k u 'i/i		1879		1 7 7	AXZ	KYI	16	16.K.C 16.Y.V 16.I.V	2.0 1.5 0.8	ku'i/i	0	k - u - 'i/i - - -
165	100_dance	DANCE	Chimila	Chimila	kuiahné	kuiahné	71	486		k u i a h n é/e		1879		1 7 7 7 3 4 7	AXYYBCZ	KYIAHNE	11	11.K.C 11.Y.V 11.I.V 11.A.V 11.H.C 11.N.C 11.E.V	2.0 1.5 1.3 1.3 1.75 1.5 0.8	kuiahné/e	0	k - u i a h n é/e
166	100_dance	DANCE	Chibcha	Chibcha	tsahana	tsahana	77	490		t s a h a n a		1879		1 3 7 3 7 4 7	ACXBYBZ	TSAHANA	10	10.T.C 10.S.C 10.A.V 10.H.C 10.A.V 10.N.C 10.A.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	tsahana	0	t s a h a n a
167	100_dance	DANCE	CentralTunebo	Central Tunebo	ki'ni	ki'ni	78	486		k i 'n/n i		1879		1 7 4 7	AXBZ	KINI	9	9.K.C 9.I.V 9.N.C 9.I.V	2.0 1.5 1.75 0.8	ki'n/ni	0	k i 'n/n i
168	100_dance	DANCE	Bari	Barí	asi	asi	79	487		a s i		1879		7 3 7	XBZ	ASI	3	3.A.V 3.S.C 3.I.V	1.5 1.75 0.8	asi	0	a s i
#
1843	89_dog	DOG	LencaSalvador	Lenca-Salvador	ʃuʃu	ʃuʃu	995	514		ʃ u ʃ u		2009		3 7 3 7	AXBZ	SYSY	15	15.S.C 15.Y.V 15.S.C 15.Y.V	2.0 1.5 1.75 0.8	ʃuʃu	0	ʃ u ʃ u
1844	89_dog	DOG	LencaHonduras	Lenca-Honduras	suj	suj	995	516		s u j		2009		3 7 6	AXN	SYJ	14	14.S.C 14.Y.V 14.J.c	2.0 1.5 0.8	suj	0	s u j -
1845	89_dog	DOG	Cacaopera	Cacaopera	alu	alu	996	514		a l u		2009		7 5 7	XBZ	ALY	8	8.A.V 8.L.C 8.Y.V	1.5 1.75 0.8	alu	0	a l u
1846	89_dog	DOG	Mayangna	Mayangna	sulu	sulu	995	514		s u l u		2009		3 7 5 7	AXBZ	SYLY	18	18.S.C 18.Y.V 18.L.C 18.Y.V	2.0 1.5 1.75 0.8	sulu	0	s u l u
1847	89_dog	DOG	Ulwa	Ulwa	sulu	sulu	995	514		s u l u		2009		3 7 5 7	AXBZ	SYLY	25	25.S.C 25.Y.V 25.L.C 25.Y.V	2.0 1.5 1.75 0.8	sulu	0	s u l u
1848	89_dog	DOG	Miskito	Mískito	jul	jul	997	517		j u l		2009		6 7 5	AXN	JYL	19	19.J.C 19.Y.V 19.L.c	2.0 1.5 0.8	jul	0	j u l
1849	89_dog	DOG	Pech	Pech	ʃúʃù	ʃúʃù	995	514		ʃ ú/u ʃ ù/u		2009		3 7 3 7	AXBZ	SYSY	21	21.S.C 21.Y.V 21.S.C 21.Y.V	2.0 1.5 1.75 0.8	ʃú/uʃù/u	0	ʃ ú/u ʃ ù/u
1850	89_dog	DOG	Rama	Rama	tausuŋ	tausuŋ	998	514		t a u s u ŋ		2009		1 7 7 3 7 4	AXYBYN	TAYSYN	22	22.T.C 22.A.V 22.Y.V 22.S.C 22.Y.V 22.N.c	2.0 1.5 1.3 1.75 1.3 0.8	tausuŋ	0	t a u s u ŋ
1851	89_dog	DOG	MalekuJaika	Maléku Jaíka	au:si	au:si	999	514		a u: s i		2009		7 7 3 7	XYBZ	AYSI	17	17.A.V 17.Y.V 17.S.C 17.I.V	1.5 1.3 1.75 0.8	au:si	0	a u: s i
1852	89_dog	DOG	Boruca	Boruca	àúx	àúx	1000	514		à/a ú/u x		2009		7 7 3	XYN	AYG	4	4.A.V 4.Y.V 4.G.c	1.5 1.3 0.8	à/aú/ux	0	à/a ú/u x
1853	89_dog	DOG	Bribri	Bribri	tʃítʃì	tʃítʃì	1001	515		tʃ í/i tʃ ì/i		2009		1 7 1 7	AXBZ	TITI	5	5.T.C 5.I.V 5.T.C 5.I.V	2.0 1.5 1.75 0.8	tʃí/itʃì/i	0	tʃ í/i tʃ ì/i
1854	89_dog	DOG	Cabecar	Cabécar	tʃítʃì	tʃítʃì	1001	515		tʃ í/i tʃ ì/i		2009		1 7 1 7	AXBZ	TITI	7	7.T.C 7.I.V 7.T.C 7.I.V	2.0 1.5 1.75 0.8	tʃí/itʃì/i	0	tʃ í/i tʃ ì/i
1855	89_dog	DOG	Teribe	Teribe	ʃíʃì	ʃíʃì	1002	514		ʃ í/i ʃ ì/i		2009		3 7 3 7	AXBZ	SISI	24	24.S.C 24.I.V 24.S.C 24.I.V	2.0 1.5 1.75 0.8	ʃí/iʃì/i	0	ʃ í/i ʃ ì/i
1856	89_dog	DOG	Ngabere	Ngäbere	nu	nu	1003	518		n u		2009		4 7	AX	NY	20	20.N.C 20.Y.V	2.0 1.5	nu	1	n u
1857	89_dog	DOG	Buglere	Buglere	to	to	1003	515		t o		2009		1 7	AX	TU	6	6.T.C 6.U.V	2.0 1.5	to	0	t o
1858	89_dog	DOG	Dorasque	Dorasque	bilo	bilo	1004	512		b i l o		2009		1 7 5 7	AXBZ	PILU	13	13.P.C 13.I.V 13.L.C 13.U.V	2.0 1.5 1.75 0.8	bilo	0	b i l o
1859	89_dog	DOG	SanBlasKuna	San Blas Kuna	atʃu	atʃu	1005	515		a tʃ u		2009		7 1 7	XBZ	ATY	23	23.A.V 23.T.C 23.Y.V	1.5 1.75 0.8	atʃu	0	a tʃ u
1860	89_dog	DOG	Cogui	Cogui	'pio	'pio	1006	512		'p/p i o		2009		1 7 7	AXZ	PIU	12	12.P.C 12.I.V 12.U.V	2.0 1.5 0.8	'p/pio	0	'p/p i o
1861	89_dog	DOG	Arhuaco	Arhuaco	'peɾɨ	'peɾɨ	1007	512		'p/p e ɾ ɨ		2009		1 7 5 7	AXBZ	PERI	1	1.P.C 1.E.V 1.R.C 1.I.V	2.0 1.5 1.75 0.8	'p/peɾɨ	0	'p/p e ɾ ɨ
1862	89_dog	DOG	Malayo	Malayo	kɨnsi	kɨnsi	1008	514		k ɨ n s i		2009		1 7 4 3 7	AXMBZ	KINSI	16	16.K.C 16.I.V 16.N.c 16.S.C 16.I.V	2.0 1.5 1.1 1.75 0.8	kɨnsi	0	k ɨ n s i
1863	89_dog	DOG	Chimila	Chimila	pe:kɾu	pe:kɾu	1009	512		p e: k ɾ u		2009		1 7 1 5 7	AXBCZ	PEKRY	11	11.P.C 11.E.V 11.K.C 11.R.C 11.Y.V	2.0 1.5 1.75 1.5 0.8	pe:kɾu	0	p e: k ɾ u
1864	89_dog	DOG	Chibcha	Chibcha	to	to	1003	515		t o		2009		1 7	AX	TU	10	10.T.C 10.U.V	2.0 1.5	to	0	t o
1865	89_dog	DOG	CentralTunebo	Central Tunebo	'bajaɾa	'bajaɾa	1010	512		'b/b a j a ɾ a		2009		1 7 6 7 5 7	AXBYBZ	PAJARA	9	9.P.C 9.A.V 9.J.C 9.A.V 9.R.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	'b/bajaɾa	0	'b/b a j a ɾ a
1866	89_dog	DOG	Bari	Barí	nunaba.	nunaba.	1011	513		n u n a b a		2009		4 7 4 7 1 7	AXBYBZ	NYNAPA	3	3.N.C 3.Y.V 3.N.C 3.A.V 3.P.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	nunaba	0	n u n a b a
#
169	105_drink	DRINK	LencaSalvador	Lenca-Salvador	tali	tali	80	539		t a l i		1401		1 7 5 7	AXBZ	TALI	15	15.T.C 15.A.V 15.L.C 15.I.V	2.0 1.5 1.75 0.8	tali	0	t a l i
170	105_drink	DRINK	LencaHonduras	Lenca-Honduras	tal	tal	80	539		t a l		1401		1 7 5	AXN	TAL	14	14.T.C 14.A.V 14.L.c	2.0 1.5 0.8	tal	0	t a l -
171	105_drink	DRINK	Cacaopera	Cacaopera	dipa	dipa	81	539		d i p a		1401		1 7 1 7	AXBZ	TIPA	8	8.T.C 8.I.V 8.P.C 8.A.V	2.0 1.5 1.75 0.8	dipa	0	d i p a
172	105_drink	DRINK	Mayangna	Mayangna	di	di	81	539		d i		1401		1 7	AX	TI	18	18.T.C 18.I.V	2.0 1.5	di	0	d i - -
173	105_drink	DRINK	Ulwa	Ulwa	di	di	81	539		d i		1401		1 7	AX	TI	25	25.T.C 25.I.V	2.0 1.5	di	0	d i - -
174	105_drink	DRINK	Miskito	Mískito	di	di	81	539		d i		1401		1 7	AX	TI	19	19.T.C 19.I.V	2.0 1.5	di	0	d i - -
175	105_drink	DRINK	Pech	Pech	tòk	tòk	82	539		t ò/o k		1401		1 7 1	AXN	TUK	21	21.T.C 21.U.V 21.K.c	2.0 1.5 0.8	tò/ok	0	t ò/o k
176	105_drink	DRINK	Rama	Rama	ŋw	ŋw	83	545		ŋ w		1401		4 6	AC	NW	22	22.N.C 22.W.C	2.0 1.5	ŋw	0	ŋ w
177	105_drink	DRINK	MalekuJaika	Maléku Jaíka	tʃa:	tʃa:	84	539		tʃ a:		1401		1 7	AX	TA	17	17.T.C 17.A.V	2.0 1.5	tʃa:	0	tʃ a: - -
178	105_drink	DRINK	Boruca	Boruca	dʒáŋ	dʒáŋ	84	539		dʒ á/a ŋ		1401		1 7 4	AXN	TAN	4	4.T.C 4.A.V 4.N.c	2.0 1.5 0.8	dʒá/aŋ	0	dʒ á/a ŋ -
179	105_drink	DRINK	Bribri	Bribri	dʒa	dʒa	84	539		dʒ a		1401		1 7	AX	TA	5	5.T.C 5.A.V	2.0 1.5	dʒa	0	dʒ a - -
180	105_drink	DRINK	Cabecar	Cabécar	dʒɪ	dʒɪ	84	539		dʒ ɪ		1401		1 7	AX	TI	7	7.T.C 7.I.V	2.0 1.5	dʒɪ	0	dʒ ɪ - -
181	105_drink	DRINK	Teribe	Teribe	iɪ́	iɪ́	84	540		i ɪ́/ɪ		1401		7 7	XZ	II	24	24.I.V 24.I.V	1.5 0.8	iɪ́/ɪ	0	- i - ɪ́/ɪ
182	105_drink	DRINK	Ngabere	Ngäbere	ɲã	ɲã	84	544		ɲ ã		1401		4 7	AX	NA	20	20.N.C 20.A.V	2.0 1.5	ɲã	0	- - ɲ ã
183	105_drink	DRINK	Buglere	Buglere	hai	hai	85	540		h a i		1401		3 7 7	AXZ	HAI	6	6.H.C 6.A.V 6.I.V	2.0 1.5 0.8	hai	0	h a i
184	105_drink	DRINK	Dorasque	Dorasque	bot	bot	86	543		b o t		1401		1 7 1	AXN	PUT	13	13.P.C 13.U.V 13.T.c	2.0 1.5 0.8	bot	0	b o t
185	105_drink	DRINK	SanBlasKuna	San Blas Kuna	kope	kope	87	539		k o p e		1401		1 7 1 7	AXBZ	KUPE	23	23.K.C 23.U.V 23.P.C 23.E.V	2.0 1.5 1.75 0.8	kope	0	k o p e
186	105_drink	DRINK	Cogui	Cogui	'tuʃi	'tuʃi	88	539		't/t u ʃ i		1401		1 7 3 7	AXBZ	TYSI	12	12.T.C 12.Y.V 12.S.C 12.I.V	2.0 1.5 1.75 0.8	't/tuʃi	0	't/t u ʃ i
187	105_drink	DRINK	Arhuaco	Arhuaco	aʔg	aʔg	89	537		a ʔ g		1401		7 1 1	XLN	AHK	1	1.A.V 1.H.c 1.K.c	1.5 1.1 0.8	aʔg	0	a ʔ g -
188	105_drink	DRINK	Malayo	Malayo	anga	anga	89	538		a n g a		1401		7 4 1 7	XMBZ	ANKA	16	16.A.V 16.N.c 16.K.C 16.A.V	1.5 1.1 1.75 0.8	anga	0	a n g a
189	105_drink	DRINK	Chimila	Chimila	uk	uk	90	537		u k		1401		7 1	XN	YK	11	11.Y.V 11.K.c	1.5 0.8	uk	0	u k
190	105_drink	DRINK	Chibcha	Chibcha	iohotɨ	iohotɨ	91	542		i o h o t ɨ		1401		7 7 3 7 1 7	XYBYBZ	IUHUTI	10	10.I.V 10.U.V 10.H.C 10.U.V 10.T.C 10.I.V	1.5 1.3 1.75 1.3 1.75 0.8	iohotɨ	0	i o h o t ɨ
191	105_drink	DRINK	CentralTunebo	Central Tunebo	'jaʔa	'jaʔa	84	541		'j/j a ʔ a		1401		6 7 1 7	AXBZ	JAHA	9	9.J.C 9.A.V 9.H.C 9.A.V	2.0 1.5 1.75 0.8	'j/jaʔa	0	'j/j a ʔ a
192	105_drink	DRINK	Bari	Barí	a:ksa	a:ksa	92	538		a: k s a		1401		7 1 3 7	XBCZ	AKSA	3	3.A.V 3.K.C 3.S.C 3.A.V	1.5 1.75 1.5 0.8	a:ksa	0	a: k s a
#
2225	55_dry	DRY	LencaSalvador	Lenca-Salvador	tina	tina	1209	563		t i n a		1398		1 7 4 7	AXBZ	TINA	15	15.T.C 15.I.V 15.N.C 15.A.V	2.0 1.5 1.75 0.8	tina	0	- - t i - - n a
2226	55_dry	DRY	LencaHonduras	Lenca-Honduras	sawa	sawa	1210	562		s a w a		1398		3 7 6 7	AXBZ	SAWA	14	14.S.C 14.A.V 14.W.C 14.A.V	2.0 1.5 1.75 0.8	sawa	0	s a w a
2227	55_dry	DRY	Cacaopera	Cacaopera	sama	sama	1210	562		s a m a		1398		3 7 4 7	AXBZ	SAMA	8	8.S.C 8.A.V 8.M.C 8.A.V	2.0 1.5 1.75 0.8	sama	0	s a m a
2228	55_dry	DRY	Mayangna	Mayangna	buhni	buhni	1211	565		b u h n i		1398		1 7 3 4 7	AXBCZ	PYHNI	18	18.P.C 18.Y.V 18.H.C 18.N.C 18.I.V	2.0 1.5 1.75 1.5 0.8	buhni	0	b u h n i
2229	55_dry	DRY	Ulwa	Ulwa	buhka	buhka	1211	565		b u h k a		1398		1 7 3 1 7	AXMBZ	PYHKA	25	25.P.C 25.Y.V 25.H.c 25.K.C 25.A.V	2.0 1.5 1.1 1.75 0.8	buhka	0	b u h k a
2230	55_dry	DRY	Miskito	Mískito	lawan	lawan	1212	563		l a w a n		1398		5 7 6 7 4	AXBYN	LAWAN	19	19.L.C 19.A.V 19.W.C 19.A.V 19.N.c	2.0 1.5 1.75 1.3 0.8	lawan	0	l a w a n
2231	55_dry	DRY	Pech	Pech	a:ɾá:ni	a:ɾá:ni	1213	563		a: ɾ á:/a: n i		1398		7 5 7 4 7	XBYBZ	ARANI	21	21.A.V 21.R.C 21.A.V 21.N.C 21.I.V	1.5 1.75 1.3 1.75 0.8	a:ɾá:/a:ni	0	a: ɾ á:/a: n i
2232	55_dry	DRY	Rama	Rama	plu:sba	plu:sba	1214	565		p l u: s b a		1398		1 5 7 3 1 7	ACXMBZ	PLYSPA	22	22.P.C 22.L.C 22.Y.V 22.S.c 22.P.C 22.A.V	2.0 1.5 1.5 1.1 1.75 0.8	plu:sba	0	p - l u: s b - - a
2233	55_dry	DRY	MalekuJaika	Maléku Jaíka	tiɬa:xa	tiɬa:xa	1209	569		t i ɬ a: x a		1398		1 7 5 7 3 7	AXBYBZ	TILAGA	17	17.T.C 17.I.V 17.L.C 17.A.V 17.G.C 17.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tiɬa:xa	0	- - t i ɬ a: x a
2234	55_dry	DRY	Boruca	Boruca	tskènká	tskènká	1215	564		t s k è/e n k á/a		1398		1 3 1 7 4 1 7	AXBYMBZ	TSKENKA	4	4.T.C 4.S.V 4.K.C 4.E.V 4.N.c 4.K.C 4.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	tskè/enká/a	0	t s k è/e n k á/a
2235	55_dry	DRY	Bribri	Bribri	pôppǒ	pôppǒ	1216	565		p ô/o p p ǒ/o		1398		1 7 1 1 7	AXMBZ	PUPPU	5	5.P.C 5.U.V 5.P.c 5.P.C 5.U.V	2.0 1.5 1.1 1.75 0.8	pô/oppǒ/o	0	p ô/o p p ǒ/o
2236	55_dry	DRY	Cabecar	Cabécar	pó	pó	1216	566		p ó/o		1398		1 7	AX	PU	7	7.P.C 7.U.V	2.0 1.5	pó/o	0	p ó/o - - -
2237	55_dry	DRY	Teribe	Teribe	idógɺo	idógɺo	1217	571		i d ó/o g ɺ o		1398		7 1 7 1 5 7	XBYBCZ	ITUKRU	24	24.I.V 24.T.C 24.U.V 24.K.C 24.R.C 24.U.V	1.5 1.75 1.3 1.75 1.5 0.8	idó/ogɺo	0	i d ó/o g ɺ o
2238	55_dry	DRY	Ngabere	Ngäbere	nɣtaɾe	nɣtaɾe	1209	570		n ɣ t a ɾ e		1398		4 3 1 7 5 7	AMBYBZ	NGTARE	20	20.N.C 20.G.c 20.T.C 20.A.V 20.R.C 20.E.V	2.0 1.1 1.75 1.3 1.75 0.8	nɣtaɾe	0	n ɣ t a ɾ - - e
2239	55_dry	DRY	Buglere	Buglere	ulen	ulen	1218	563		u l e n		1398		7 5 7 4	XBYN	YLEN	6	6.Y.V 6.L.C 6.E.V 6.N.c	1.5 1.75 1.3 0.8	ulen	0	u l e n
2240	55_dry	DRY	Dorasque	Dorasque	tolótkal	tolótkal	1219	569		t o l ó/o t k a l		1398		1 7 5 7 1 1 7 5	AXBYMBYN	TULUTKAL	13	13.T.C 13.U.V 13.L.C 13.U.V 13.T.c 13.K.C 13.A.V 13.L.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	toló/otkal	0	t o l ó/o t k a l
2241	55_dry	DRY	SanBlasKuna	San Blas Kuna	tinna	tinna	1209	563		t i n n a		1398		1 7 4 4 7	AXMBZ	TINNA	23	23.T.C 23.I.V 23.N.c 23.N.C 23.A.V	2.0 1.5 1.1 1.75 0.8	tinna	0	- - t i n - n a
2242	55_dry	DRY	Cogui	Cogui	aluhu'e	aluhu'e	1220	569		a l u h u 'e/e		1398		7 5 7 3 7 7	XBYBYZ	ALYHYE	12	12.A.V 12.L.C 12.Y.V 12.H.C 12.Y.V 12.E.V	1.5 1.75 1.3 1.75 1.3 0.8	aluhu'e/e	0	a l u h u 'e/e
2243	55_dry	DRY	Arhuaco	Arhuaco	'dʒomɨ	'dʒomɨ	1221	562		'd/d ʒ o m ɨ		1398		1 3 7 4 7	ACXBZ	TSUMI	1	1.T.C 1.S.C 1.U.V 1.M.C 1.I.V	2.0 1.5 1.5 1.75 0.8	'd/dʒomɨ	0	'd/d ʒ o m ɨ
2244	55_dry	DRY	Malayo	Malayo	ʒita	ʒita	1209	562		ʒ i t a		1398		3 7 1 7	AXBZ	SITA	16	16.S.C 16.I.V 16.T.C 16.A.V	2.0 1.5 1.75 0.8	ʒita	0	- - ʒ i t - - a
2245	55_dry	DRY	Chimila	Chimila	bɾo:nta	bɾo:nta	1214	568		b ɾ o: n t a		1398		1 5 7 4 1 7	ACXMBZ	PRUNTA	11	11.P.C 11.R.C 11.U.V 11.N.c 11.T.C 11.A.V	2.0 1.5 1.5 1.1 1.75 0.8	bɾo:nta	0	b - ɾ o: n t - - a
2246	55_dry	DRY	Chibcha	Chibcha	βutʲua	βutʲua	1214	562		β u tʲ u a		1398		3 7 1 7 7	AXBYZ	BYTYA	10	10.B.C 10.Y.V 10.T.C 10.Y.V 10.A.V	2.0 1.5 1.75 1.3 0.8	βutʲua	0	β u tʲ u - - - - a
2247	55_dry	DRY	CentralTunebo	Central Tunebo	buɾa'buɾa	buɾa'buɾa	1214	567		b u ɾ a 'b/b u ɾ a		1398		1 7 5 7 1 7 5 7	AXBYBYBZ	PYRAPYRA	9	9.P.C 9.Y.V 9.R.C 9.A.V 9.P.C 9.Y.V 9.R.C 9.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	buɾa'b/buɾa	0	b u ɾ a - 'b/b u ɾ a
2248	55_dry	DRY	Bari	Barí	bunũnĩ	bunũnĩ	1214	563		b u n ũ n ĩ		1398		1 7 4 7 4 7	AXBYBZ	PYNYNI	3	3.P.C 3.Y.V 3.N.C 3.Y.V 3.N.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	bunũnĩ	0	b u n ũ - - - n ĩ
#
1770	94_ear	EAR	LencaSalvador	Lenca-Salvador	tokoro	tokoro	956	589		t o k o r o		1247		1 7 1 7 5 7	AXBYBZ	TUKURU	15	15.T.C 15.U.V 15.K.C 15.U.V 15.R.C 15.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tokoro	0	t o k o r o
1771	94_ear	EAR	LencaHonduras	Lenca-Honduras	jaN	jaN	957	590		j a n		1247		6 7 4	AXN	JAN	14	14.J.C 14.A.V 14.N.c	2.0 1.5 0.8	jan	0	j a n
1772	94_ear	EAR	Cacaopera	Cacaopera	tupa	tupa	958	589		t u p a		1247		1 7 1 7	AXBZ	TYPA	8	8.T.C 8.Y.V 8.P.C 8.A.V	2.0 1.5 1.75 0.8	tupa	0	t u p a
1773	94_ear	EAR	Mayangna	Mayangna	tapa	tapa	958	589		t a p a		1247		1 7 1 7	AXBZ	TAPA	18	18.T.C 18.A.V 18.P.C 18.A.V	2.0 1.5 1.75 0.8	tapa	0	t a p a
1774	94_ear	EAR	Ulwa	Ulwa	tapa	tapa	958	589		t a p a		1247		1 7 1 7	AXBZ	TAPA	25	25.T.C 25.A.V 25.P.C 25.A.V	2.0 1.5 1.75 0.8	tapa	0	t a p a
1775	94_ear	EAR	Miskito	Mískito	kjama	kjama	959	591		k j a m a		1247		1 6 7 4 7	ACXBZ	KJAMA	19	19.K.C 19.J.C 19.A.V 19.M.C 19.A.V	2.0 1.5 1.5 1.75 0.8	kjama	0	k j a m a
1776	94_ear	EAR	Pech	Pech	sũh	sũh	960	592		s ũ h		1247		3 7 3	AXN	SYH	21	21.S.C 21.Y.V 21.H.c	2.0 1.5 0.8	sũh	0	s ũ h
