# Wordlist

# DATA
ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	COGID	COGIDS	MORPHEMES	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	INFOMAP
1573	38_child	CHILD	Cogui	Cogui	'sukua	'sukua	's/s u k u a	cogu1240	2099	10.95	-73.80		0	0	?	3 7 1 7 7	AXBYZ	SYKYA	12	12.S.C 12.Y.V 12.K.C 12.Y.V 12.A.V	2.0 1.5 1.75 1.3 0.8	's/sukua	0	166
1574	38_child	CHILD	Arhuaco	Arhuaco	gəmmɨ'sinɨ	gəmmɨ'sinɨ	g ə m m ɨ 's/s i n ɨ	arhu1242	2099	10.70	-73.64		0	0	?	1 7 4 4 7 3 7 4 7	AXMBYBYBZ	KEMMISINI	1	1.K.C 1.E.V 1.M.c 1.M.C 1.I.V 1.S.C 1.I.V 1.N.C 1.I.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8	gəmmɨ's/sinɨ	0	156
1575	38_child	CHILD	Malayo	Malayo	gɨmɨntina	gɨmɨntina	g ɨ m ɨ n t i n a	mala1522	2099	10.93	-73.42		0	0	?	1 7 4 7 4 1 7 4 7	AXBYMBYBZ	KIMINTINA	16	16.K.C 16.I.V 16.M.C 16.I.V 16.N.c 16.T.C 16.I.V 16.N.C 16.A.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	gɨmɨntina	0	156
1576	38_child	CHILD	Chimila	Chimila	'oggwe	'oggwe	'o/o g g w e	chim1309	2099	10.19	-74.26		0	0	?	7 1 1 6 7	XMBCZ	UKKWE	11	11.U.V 11.K.c 11.K.C 11.W.C 11.E.V	1.5 1.1 1.75 1.5 0.8	'o/oggwe	0	165
1577	38_child	CHILD	Chibcha	Chibcha	ɣuasɣua	ɣuasɣua	ɣ u a s ɣ u a	chib1270	2099	6.25	-74.17		0	0	?	3 7 7 3 3 7 7	AXYMBYZ	GYASGYA	10	10.G.C 10.Y.V 10.A.V 10.S.c 10.G.C 10.Y.V 10.A.V	2.0 1.5 1.3 1.1 1.75 1.3 0.8	ɣuasɣua	0	164
1578	38_child	CHILD	CentralTunebo	Central Tunebo	'saha	'saha	's/s a h a	cent2150	2099	6.89	-72.09		0	0	?	3 7 3 7	AXBZ	SAHA	9	9.S.C 9.A.V 9.H.C 9.A.V	2.0 1.5 1.75 0.8	's/saha	0	163
1579	38_child	CHILD	Bari	Barí	baku	baku	b a k u	bari1297	2099	9.08	-72.94		0	0	?	1 7 1 7	AXBZ	PAKY	3	3.P.C 3.A.V 3.K.C 3.Y.V	2.0 1.5 1.75 0.8	baku	0	157
#
1222	93_clean	CLEAN	LencaSalvador	Lenca-Salvador	ts'ih	ts'ih	t s 'i/i h	lenc1242	704	13.56	-87.50		0	0	?	1 3 7 3	ACXN	TSIH	15	15.T.C 15.S.C 15.I.V 15.H.c	2.0 1.5 1.5 0.8	ts'i/ih	0	181
1223	93_clean	CLEAN	LencaHonduras	Lenca-Honduras	sak	sak	s a k	lenc1243	704	13.67	-88.11		0	0	?	3 7 1	AXN	SAK	14	14.S.C 14.A.V 14.K.c	2.0 1.5 0.8	sak	0	179
1224	93_clean	CLEAN	Cacaopera	Cacaopera	saka	saka	s a k a	caca1247	704	13.74	-88.11		0	0	?	3 7 1 7	AXBZ	SAKA	8	8.S.C 8.A.V 8.K.C 8.A.V	2.0 1.5 1.75 0.8	saka	0	179
1225	93_clean	CLEAN	Mayangna	Mayangna	suh	suh	s u h	maya1285	704	14.13	-84.34		0	0	?	3 7 3	AXN	SYH	18	18.S.C 18.Y.V 18.H.c	2.0 1.5 0.8	suh	0	181
1226	93_clean	CLEAN	Ulwa	Ulwa	suh	suh	s u h	ulwa1239	704	12.93	-83.58		0	0	?	3 7 3	AXN	SYH	25	25.S.C 25.Y.V 25.H.c	2.0 1.5 0.8	suh	0	181
1227	93_clean	CLEAN	Miskito	Mískito	tusk	tusk	t u s k	misk1239	704	15.16	-84.29		0	0	?	1 7 3 1	AXLN	TYSK	19	19.T.C 19.Y.V 19.S.c 19.K.c	2.0 1.5 1.1 0.8	tusk	0	178
1228	93_clean	CLEAN	Pech	Pech	súk	súk	s ú/u k	pech1241	704	15.80	-85.56		0	0	?	3 7 1	AXN	SYK	21	21.S.C 21.Y.V 21.K.c	2.0 1.5 0.8	sú/uk	0	179
1229	93_clean	CLEAN	Rama	Rama	suk	suk	s u k	rama1270	704	11.50	-83.86		0	0	?	3 7 1	AXN	SYK	22	22.S.C 22.Y.V 22.K.c	2.0 1.5 0.8	suk	0	179
1230	93_clean	CLEAN	MalekuJaika	Maléku Jaíka	ɬoki:	ɬoki:	ɬ o k i:	male1297	704	10.75	-84.73		0	0	?	5 7 1 7	AXBZ	LUKI	17	17.L.C 17.U.V 17.K.C 17.I.V	2.0 1.5 1.75 0.8	ɬoki:	0	180
1231	93_clean	CLEAN	Boruca	Boruca	túxk	túxk	t ú/u x k	boru1252	704	8.88	-83.21		0	0	?	1 7 3 1	AXLN	TYGK	4	4.T.C 4.Y.V 4.G.c 4.K.c	2.0 1.5 1.1 0.8	tú/uxk	0	178
1232	93_clean	CLEAN	Bribri	Bribri	suk	suk	s u k	brib1243	704	9.40	-83.05		0	0	?	3 7 1	AXN	SYK	5	5.S.C 5.Y.V 5.K.c	2.0 1.5 0.8	suk	0	179
1233	93_clean	CLEAN	Cabecar	Cabécar	sku	sku	s k u	cabe1245	704	9.67	-83.41		0	0	?	3 1 7	ACZ	SKY	7	7.S.C 7.K.C 7.Y.V	2.0 1.5 0.8	sku	0	179
1234	93_clean	CLEAN	Teribe	Teribe	kuóʃkuɪ̀	kuóʃkuɪ̀	k u ó/o ʃ k u ɪ̀/ɪ	teri1250	704	9.06	-82.96		0	0	?	1 7 7 3 1 7 7	AXYMBYZ	KYUSKYI	24	24.K.C 24.Y.V 24.U.V 24.S.c 24.K.C 24.Y.V 24.I.V	2.0 1.5 1.3 1.1 1.75 1.3 0.8	kuó/oʃkuɪ̀/ɪ	0	185
1235	93_clean	CLEAN	Ngabere	Ngäbere	bɔtete	bɔtete	b ɔ t e t e	ngab1239	704	8.83	-82.39		0	0	?	1 7 1 7 1 7	AXBYBZ	PUTETE	20	20.P.C 20.U.V 20.T.C 20.E.V 20.T.C 20.E.V	2.0 1.5 1.75 1.3 1.75 0.8	bɔtete	0	184
1236	93_clean	CLEAN	Buglere	Buglere	glige	glige	g l i g e	bugl1243	704	8.58	-81.26		0	0	?	1 5 7 1 7	ACXBZ	KLIKE	6	6.K.C 6.L.C 6.I.V 6.K.C 6.E.V	2.0 1.5 1.5 1.75 0.8	glige	0	180
1237	93_clean	CLEAN	SanBlasKuna	San Blas Kuna	enukke	enukke	e n u k k e	sanb1242	704	9.16	-78.31		0	0	?	7 4 7 1 1 7	XBYMBZ	ENYKKE	23	23.E.V 23.N.C 23.Y.V 23.K.c 23.K.C 23.E.V	1.5 1.75 1.3 1.1 1.75 0.8	enukke	0	182
1238	93_clean	CLEAN	Cogui	Cogui	ihi'ʒihiĩ	ihi'ʒihiĩ	i h i 'ʒ/ʒ i h i ĩ	cogu1240	704	10.95	-73.80		0	0	?	7 3 7 3 7 3 7 7	XBYBYBYZ	IHISIHII	12	12.I.V 12.H.C 12.I.V 12.S.C 12.I.V 12.H.C 12.I.V 12.I.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	ihi'ʒ/ʒihiĩ	0	183
1239	93_clean	CLEAN	Arhuaco	Arhuaco	aʔ'tʃukkw	aʔ'tʃukkw	a ʔ 't/t ʃ u k k w	arhu1242	704	10.70	-73.64		0	0	?	7 1 1 3 7 1 1 6	XMBCYMBC	AHTSYKKW	1	1.A.V 1.H.c 1.T.C 1.S.C 1.Y.V 1.K.c 1.K.C 1.W.C	1.5 1.1 1.75 1.5 1.3 1.1 1.75 1.5	aʔ't/tʃukkw	0	177
1240	93_clean	CLEAN	Malayo	Malayo	atukw	atukw	a t u k w	mala1522	704	10.93	-73.42		0	0	?	7 1 7 1 6	XBYBC	ATYKW	16	16.A.V 16.T.C 16.Y.V 16.K.C 16.W.C	1.5 1.75 1.3 1.75 1.5	atukw	0	177
1241	93_clean	CLEAN	Chimila	Chimila	'tukkua	'tukkua	't/t u k k u a	chim1309	704	10.19	-74.26		0	0	?	1 7 1 1 7 7	AXMBYZ	TYKKYA	11	11.T.C 11.Y.V 11.K.c 11.K.C 11.Y.V 11.A.V	2.0 1.5 1.1 1.75 1.3 0.8	't/tukkua	0	182
1242	93_clean	CLEAN	Chibcha	Chibcha	tʲuhu	tʲuhu	tʲ u h u	chib1270	704	6.25	-74.17		0	0	?	1 7 3 7	AXBZ	TYHY	10	10.T.C 10.Y.V 10.H.C 10.Y.V	2.0 1.5 1.75 0.8	tʲuhu	0	181
1243	93_clean	CLEAN	CentralTunebo	Central Tunebo	su'kwi	su'kwi	s u 'k/k w i	cent2150	704	6.89	-72.09		0	0	?	3 7 1 6 7	AXBCZ	SYKWI	9	9.S.C 9.Y.V 9.K.C 9.W.C 9.I.V	2.0 1.5 1.75 1.5 0.8	su'k/kwi	0	179
1244	93_clean	CLEAN	Bari	Barí	duk	duk	d u k	bari1297	704	9.08	-72.94		0	0	?	1 7 1	AXN	TYK	3	3.T.C 3.Y.V 3.K.c	2.0 1.5 0.8	duk	0	178
#
2130	71_clothes	CLOTHES	LencaSalvador	Lenca-Salvador	lamtara	lamtara	l a m t a r a	lenc1242	1895	13.56	-87.50		0	0	?	5 7 4 1 7 5 7	AXMBYBZ	LAMTARA	15	15.L.C 15.A.V 15.M.c 15.T.C 15.A.V 15.R.C 15.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	lamtara	0	197
2131	71_clothes	CLOTHES	LencaHonduras	Lenca-Honduras	loronina	loronina	l o r o n i n a	lenc1243	1895	13.67	-88.11		0	0	?	5 7 5 7 4 7 4 7	AXBYBYBZ	LURUNINA	14	14.L.C 14.U.V 14.R.C 14.U.V 14.N.C 14.I.V 14.N.C 14.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	loronina	0	196
2132	71_clothes	CLOTHES	Cacaopera	Cacaopera	siwa	siwa	s i w a	caca1247	1895	13.74	-88.11		0	0	?	3 7 6 7	AXBZ	SIWA	8	8.S.C 8.I.V 8.W.C 8.A.V	2.0 1.5 1.75 0.8	siwa	0	190
2133	71_clothes	CLOTHES	Mayangna	Mayangna	asna	asna	a s n a	maya1285	1895	14.13	-84.34		0	0	?	7 3 4 7	XBCZ	ASNA	18	18.A.V 18.S.C 18.N.C 18.A.V	1.5 1.75 1.5 0.8	asna	0	200
2134	71_clothes	CLOTHES	Ulwa	Ulwa	asna	asna	a s n a	ulwa1239	1895	12.93	-83.58		0	0	?	7 3 4 7	XBCZ	ASNA	25	25.A.V 25.S.C 25.N.C 25.A.V	1.5 1.75 1.5 0.8	asna	0	200
2135	71_clothes	CLOTHES	Miskito	Mískito	kwala	kwala	k w a l a	misk1239	1895	15.16	-84.29		0	0	?	1 6 7 5 7	ACXBZ	KWALA	19	19.K.C 19.W.C 19.A.V 19.L.C 19.A.V	2.0 1.5 1.5 1.75 0.8	kwala	0	201
2136	71_clothes	CLOTHES	Pech	Pech	tùnùk	tùnùk	t ù/u n ù/u k	pech1241	1895	15.80	-85.56		0	0	?	1 7 4 7 1	AXBYN	TYNYK	21	21.T.C 21.Y.V 21.N.C 21.Y.V 21.K.c	2.0 1.5 1.75 1.3 0.8	tù/unù/uk	0	203
2137	71_clothes	CLOTHES	Rama	Rama	kalma	kalma	k a l m a	rama1270	1895	11.50	-83.86		0	0	?	1 7 5 4 7	AXMBZ	KALMA	22	22.K.C 22.A.V 22.L.c 22.M.C 22.A.V	2.0 1.5 1.1 1.75 0.8	kalma	0	204
2138	71_clothes	CLOTHES	MalekuJaika	Maléku Jaíka	tio:ka	tio:ka	t i o: k a	male1297	1895	10.75	-84.73		0	0	?	1 7 7 1 7	AXYBZ	TIUKA	17	17.T.C 17.I.V 17.U.V 17.K.C 17.A.V	2.0 1.5 1.3 1.75 0.8	tio:ka	0	199
2139	71_clothes	CLOTHES	Boruca	Boruca	kúʔʃì	kúʔʃì	k ú/u ʔ ʃ ì/i	boru1252	1895	8.88	-83.21		0	0	?	1 7 1 3 7	AXBCZ	KYHSI	4	4.K.C 4.Y.V 4.H.C 4.S.C 4.I.V	2.0 1.5 1.75 1.5 0.8	kú/uʔʃì/i	0	187
2140	71_clothes	CLOTHES	Bribri	Bribri	datsǐʔ	datsǐʔ	d a t s ǐ/i ʔ	brib1243	1895	9.40	-83.05		0	0	?	1 7 1 3 7 1	AXBCYN	TATSIH	5	5.T.C 5.A.V 5.T.C 5.S.C 5.I.V 5.H.c	2.0 1.5 1.75 1.5 1.3 0.8	datsǐ/iʔ	0	188
2141	71_clothes	CLOTHES	Cabecar	Cabécar	datsí	datsí	d a t s í/i	cabe1245	1895	9.67	-83.41		0	0	?	1 7 1 3 7	AXBCZ	TATSI	7	7.T.C 7.A.V 7.T.C 7.S.C 7.I.V	2.0 1.5 1.75 1.5 0.8	datsí/i	0	188
2142	71_clothes	CLOTHES	Teribe	Teribe	ʃuóŋ	ʃuóŋ	ʃ u ó/o ŋ	teri1250	1895	9.06	-82.96		0	0	?	3 7 7 4	AXYN	SYUN	24	24.S.C 24.Y.V 24.U.V 24.N.c	2.0 1.5 1.3 0.8	ʃuó/oŋ	0	200
2143	71_clothes	CLOTHES	Ngabere	Ngäbere	dɔ̃	dɔ̃	d ɔ̃	ngab1239	1895	8.83	-82.39		0	0	?	1 7	AX	TU	20	20.T.C 20.U.V	2.0 1.5	dɔ̃	0	202
2144	71_clothes	CLOTHES	Buglere	Buglere	ɲometɾa	ɲometɾa	ɲ o m e t ɾ a	bugl1243	1895	8.58	-81.26		0	0	?	4 7 4 7 1 5 7	AXBYBCZ	NUMETRA	6	6.N.C 6.U.V 6.M.C 6.E.V 6.T.C 6.R.C 6.A.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	ɲometɾa	0	189
2145	71_clothes	CLOTHES	Dorasque	Dorasque	ákubi	ákubi	á/a k u b i	dora1242	1895	8.57	-82.38		0	0	?	7 1 7 1 7	XBYBZ	AKYPI	13	13.A.V 13.K.C 13.Y.V 13.P.C 13.I.V	1.5 1.75 1.3 1.75 0.8	á/akubi	0	195
2146	71_clothes	CLOTHES	SanBlasKuna	San Blas Kuna	mola	mola	m o l a	sanb1242	1895	9.16	-78.31		0	0	?	4 7 5 7	AXBZ	MULA	23	23.M.C 23.U.V 23.L.C 23.A.V	2.0 1.5 1.75 0.8	mola	0	186
2147	71_clothes	CLOTHES	Cogui	Cogui	ʒaku'a	ʒaku'a	ʒ a k u 'a/a	cogu1240	1895	10.95	-73.80		0	0	?	3 7 1 7 7	AXBYZ	SAKYA	12	12.S.C 12.A.V 12.K.C 12.Y.V 12.A.V	2.0 1.5 1.75 1.3 0.8	ʒaku'a/a	0	194
2148	71_clothes	CLOTHES	Arhuaco	Arhuaco	mákë	mákë	m á/a k ë	arhu1242	1895	10.70	-73.64		0	0	?	4 7 1 7	AXBZ	MAKE	1	1.M.C 1.A.V 1.K.C 1.E.V	2.0 1.5 1.75 0.8	má/akë	0	186
2149	71_clothes	CLOTHES	Malayo	Malayo	mɨkɨ 'sala	mɨkɨ 'sala	m ɨ k ɨ + 's/s a l a	mala1522	1895	10.93	-73.42		0	0	?	4 7 1 7 9 3 7 5 7	AXBZ_AXBZ	MIKI_SALA	16	16.M.C 16.I.V 16.K.C 16.I.V 16._._ 16.S.C 16.A.V 16.L.C 16.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	mɨkɨ+'s/sala	0	198
2150	71_clothes	CLOTHES	Chimila	Chimila	'gwaʔŋaʔ	'gwaʔŋaʔ	'g/g w a ʔ ŋ a ʔ	chim1309	1895	10.19	-74.26		0	0	?	1 6 7 1 4 7 1	ACXBCYN	KWAHNAH	11	11.K.C 11.W.C 11.A.V 11.H.C 11.N.C 11.A.V 11.H.c	2.0 1.5 1.5 1.75 1.5 1.3 0.8	'g/gwaʔŋaʔ	0	193
2151	71_clothes	CLOTHES	Chibcha	Chibcha	βoi	βoi	β o i	chib1270	1895	6.25	-74.17		0	0	?	3 7 7	AXZ	BUI	10	10.B.C 10.U.V 10.I.V	2.0 1.5 0.8	βoi	0	192
2152	71_clothes	CLOTHES	CentralTunebo	Central Tunebo	'oja	'oja	'o/o j a	cent2150	1895	6.89	-72.09		0	0	?	7 6 7	XBZ	UJA	9	9.U.V 9.J.C 9.A.V	1.5 1.75 0.8	'o/oja	0	191
2153	71_clothes	CLOTHES	Bari	Barí	duksa	duksa	d u k s a	bari1297	1895	9.08	-72.94		0	0	?	1 7 1 3 7	AXBCZ	TYKSA	3	3.T.C 3.Y.V 3.K.C 3.S.C 3.A.V	2.0 1.5 1.75 1.5 0.8	duksa	0	187
#
1651	76_cloud	CLOUD	LencaSalvador	Lenca-Salvador	ts'upa	ts'upa	t s 'u/u p a	lenc1242	1489	13.56	-87.50		0	0	?	1 3 7 1 7	ACXBZ	TSYPA	15	15.T.C 15.S.C 15.Y.V 15.P.C 15.A.V	2.0 1.5 1.5 1.75 0.8	ts'u/upa	0	214
1652	76_cloud	CLOUD	LencaHonduras	Lenca-Honduras	tsopata	tsopata	t s o p a t a	lenc1243	1489	13.67	-88.11		0	0	?	1 3 7 1 7 1 7	ACXBYBZ	TSUPATA	14	14.T.C 14.S.C 14.U.V 14.P.C 14.A.V 14.T.C 14.A.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	tsopata	0	214
1653	76_cloud	CLOUD	Cacaopera	Cacaopera	amu	amu	a m u	caca1247	1489	13.74	-88.11		0	0	?	7 4 7	XBZ	AMY	8	8.A.V 8.M.C 8.Y.V	1.5 1.75 0.8	amu	0	209
1654	76_cloud	CLOUD	Mayangna	Mayangna	mukus	mukus	m u k u s	maya1285	1489	14.13	-84.34		0	0	?	4 7 1 7 3	AXBYN	MYKYS	18	18.M.C 18.Y.V 18.K.C 18.Y.V 18.S.c	2.0 1.5 1.75 1.3 0.8	mukus	0	215
1655	76_cloud	CLOUD	Ulwa	Ulwa	mukus	mukus	m u k u s	ulwa1239	1489	12.93	-83.58		0	0	?	4 7 1 7 3	AXBYN	MYKYS	25	25.M.C 25.Y.V 25.K.C 25.Y.V 25.S.c	2.0 1.5 1.75 1.3 0.8	mukus	0	215
1656	76_cloud	CLOUD	Miskito	Mískito	kasbrika	kasbrika	k a s b r i k a	misk1239	1489	15.16	-84.29		0	0	?	1 7 3 1 5 7 1 7	AXMBCYBZ	KASPRIKA	19	19.K.C 19.A.V 19.S.c 19.P.C 19.R.C 19.I.V 19.K.C 19.A.V	2.0 1.5 1.1 1.75 1.5 1.3 1.75 0.8	kasbrika	0	216
1657	76_cloud	CLOUD	Pech	Pech	wanàk	wanàk	w a n à/a k	pech1241	1489	15.80	-85.56		0	0	?	6 7 4 7 1	AXBYN	WANAK	21	21.W.C 21.A.V 21.N.C 21.A.V 21.K.c	2.0 1.5 1.75 1.3 0.8	wanà/ak	0	218
1658	76_cloud	CLOUD	Rama	Rama	nu:nikka:s	nu:nikka:s	n u: n i k k a: s	rama1270	1489	11.50	-83.86		0	0	?	4 7 4 7 1 1 7 3	AXBYMBYN	NYNIKKAS	22	22.N.C 22.Y.V 22.N.C 22.I.V 22.K.c 22.K.C 22.A.V 22.S.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	nu:nikka:s	0	219
1659	76_cloud	CLOUD	MalekuJaika	Maléku Jaíka	piu:	piu:	p i u:	male1297	1489	10.75	-84.73		0	0	?	1 7 7	AXZ	PIY	17	17.P.C 17.I.V 17.Y.V	2.0 1.5 0.8	piu:	0	208
1660	76_cloud	CLOUD	Boruca	Boruca	bók	bók	b ó/o k	boru1252	1489	8.88	-83.21		0	0	?	1 7 1	AXN	PUK	4	4.P.C 4.U.V 4.K.c	2.0 1.5 0.8	bó/ok	0	207
1661	76_cloud	CLOUD	Bribri	Bribri	bṍ	bṍ	b ṍ/õ	brib1243	1489	9.40	-83.05		0	0	?	1 7	AX	PU	5	5.P.C 5.U.V	2.0 1.5	bṍ/õ	0	208
1662	76_cloud	CLOUD	Cabecar	Cabécar	bõ̀	bõ̀	b õ̀/õ	cabe1245	1489	9.67	-83.41		0	0	?	1 7	AX	PU	7	7.P.C 7.U.V	2.0 1.5	bõ̀/õ	0	208
1663	76_cloud	CLOUD	Teribe	Teribe	ɸóŋ	ɸóŋ	ɸ ó/o ŋ	teri1250	1489	9.06	-82.96		0	0	?	3 7 4	AXN	BUN	24	24.B.C 24.U.V 24.N.c	2.0 1.5 0.8	ɸó/oŋ	0	205
1664	76_cloud	CLOUD	Ngabere	Ngäbere	mɯta	mɯta	m ɯ t a	ngab1239	1489	8.83	-82.39		0	0	?	4 7 1 7	AXBZ	MITA	20	20.M.C 20.I.V 20.T.C 20.A.V	2.0 1.5 1.75 0.8	mɯta	0	217
1665	76_cloud	CLOUD	Buglere	Buglere	boga	boga	b o g a	bugl1243	1489	8.58	-81.26		0	0	?	1 7 1 7	AXBZ	PUKA	6	6.P.C 6.U.V 6.K.C 6.A.V	2.0 1.5 1.75 0.8	boga	0	208
1666	76_cloud	CLOUD	Dorasque	Dorasque	bókála	bókála	b ó/o k á/a l a	dora1242	1489	8.57	-82.38		0	0	?	1 7 1 7 5 7	AXBYBZ	PUKALA	13	13.P.C 13.U.V 13.K.C 13.A.V 13.L.C 13.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bó/oká/ala	0	213
1667	76_cloud	CLOUD	SanBlasKuna	San Blas Kuna	mola	mola	m o l a	sanb1242	1489	9.16	-78.31		0	0	?	4 7 5 7	AXBZ	MULA	23	23.M.C 23.U.V 23.L.C 23.A.V	2.0 1.5 1.75 0.8	mola	1	205
1668	76_cloud	CLOUD	Cogui	Cogui	'maui	'maui	'm/m a u i	cogu1240	1489	10.95	-73.80		0	0	?	4 7 7 7	AXYZ	MAYI	12	12.M.C 12.A.V 12.Y.V 12.I.V	2.0 1.5 1.3 0.8	'm/maui	0	212
1669	76_cloud	CLOUD	Arhuaco	Arhuaco	'məɲɨ	'məɲɨ	'm/m ə ɲ ɨ	arhu1242	1489	10.70	-73.64		0	0	?	4 7 4 7	AXBZ	MENI	1	1.M.C 1.E.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	'm/məɲɨ	0	205
1670	76_cloud	CLOUD	Malayo	Malayo	moɲa	moɲa	m o ɲ a	mala1522	1489	10.93	-73.42		0	0	?	4 7 4 7	AXBZ	MUNA	16	16.M.C 16.U.V 16.N.C 16.A.V	2.0 1.5 1.75 0.8	moɲa	0	205
1671	76_cloud	CLOUD	Chimila	Chimila	monse	monse	m o n s e	chim1309	1489	10.19	-74.26		0	0	?	4 7 4 3 7	AXMBZ	MUNSE	11	11.M.C 11.U.V 11.N.c 11.S.C 11.E.V	2.0 1.5 1.1 1.75 0.8	monse	0	205
1672	76_cloud	CLOUD	Chibcha	Chibcha	ʔaoa	ʔaoa	ʔ a o a	chib1270	1489	6.25	-74.17		0	0	?	1 7 7 7	AXYZ	HAUA	10	10.H.C 10.A.V 10.U.V 10.A.V	2.0 1.5 1.3 0.8	ʔaoa	0	211
1673	76_cloud	CLOUD	CentralTunebo	Central Tunebo	bowa'ɾa	bowa'ɾa	b o w a 'ɾ/ɾ a	cent2150	1489	6.89	-72.09		0	0	?	1 7 6 7 5 7	AXBYBZ	PUWARA	9	9.P.C 9.U.V 9.W.C 9.A.V 9.R.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bowa'ɾ/ɾa	0	210
1674	76_cloud	CLOUD	Bari	Barí	nĩɲĩkɨ	nĩɲĩkɨ	n ĩ ɲ ĩ k ɨ	bari1297	1489	9.08	-72.94		0	0	?	4 7 4 7 1 7	AXBYBZ	NINIKI	3	3.N.C 3.I.V 3.N.C 3.I.V 3.K.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	nĩɲĩkɨ	0	206
#
911	19_cold	COLD	LencaSalvador	Lenca-Salvador	ts'ana	ts'ana	t s 'a/a n a	lenc1242	1287	13.56	-87.50		0	0	?	1 3 7 4 7	ACXBZ	TSANA	15	15.T.C 15.S.C 15.A.V 15.N.C 15.A.V	2.0 1.5 1.5 1.75 0.8	ts'a/ana	0	225
912	19_cold	COLD	LencaHonduras	Lenca-Honduras	miti	miti	m i t i	lenc1243	1287	13.67	-88.11		0	0	?	4 7 1 7	AXBZ	MITI	14	14.M.C 14.I.V 14.T.C 14.I.V	2.0 1.5 1.75 0.8	miti	0	229
913	19_cold	COLD	Cacaopera	Cacaopera	tusni	tusni	t u s n i	caca1247	1287	13.74	-88.11		0	0	?	1 7 3 4 7	AXBCZ	TYSNI	8	8.T.C 8.Y.V 8.S.C 8.N.C 8.I.V	2.0 1.5 1.75 1.5 0.8	tusni	0	225
914	19_cold	COLD	Mayangna	Mayangna	saŋni	saŋni	s a ŋ n i	maya1285	1287	14.13	-84.34		0	0	?	3 7 4 4 7	AXMBZ	SANNI	18	18.S.C 18.A.V 18.N.c 18.N.C 18.I.V	2.0 1.5 1.1 1.75 0.8	saŋni	0	231
915	19_cold	COLD	Ulwa	Ulwa	ripka	ripka	r i p k a	ulwa1239	1287	12.93	-83.58		0	0	?	5 7 1 1 7	AXMBZ	RIPKA	25	25.R.C 25.I.V 25.P.c 25.K.C 25.A.V	2.0 1.5 1.1 1.75 0.8	ripka	0	238
916	19_cold	COLD	Miskito	Mískito	kahula	kahula	k a h u l a	misk1239	1287	15.16	-84.29		0	0	?	1 7 3 7 5 7	AXBYBZ	KAHYLA	19	19.K.C 19.A.V 19.H.C 19.Y.V 19.L.C 19.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kahula	0	232
917	19_cold	COLD	Pech	Pech	sã̀jwá	sã̀jwá	s ã̀/ã j w á/a	pech1241	1287	15.80	-85.56		0	0	?	3 7 6 6 7	AXMBZ	SAJWA	21	21.S.C 21.A.V 21.J.c 21.W.C 21.A.V	2.0 1.5 1.1 1.75 0.8	sã̀/ãjwá/a	0	234
918	19_cold	COLD	Rama	Rama	saima	saima	s a i m a	rama1270	1287	11.50	-83.86		0	0	?	3 7 7 4 7	AXYBZ	SAIMA	22	22.S.C 22.A.V 22.I.V 22.M.C 22.A.V	2.0 1.5 1.3 1.75 0.8	saima	0	235
919	19_cold	COLD	MalekuJaika	Maléku Jaíka	tʃitʃi:xa	tʃitʃi:xa	tʃ i tʃ i: x a	male1297	1287	10.75	-84.73		0	0	?	1 7 1 7 3 7	AXBYBZ	TITIGA	17	17.T.C 17.I.V 17.T.C 17.I.V 17.G.C 17.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tʃitʃi:xa	0	230
920	19_cold	COLD	Boruca	Boruca	sèxká	sèxká	s è/e x k á/a	boru1252	1287	8.88	-83.21		0	0	?	3 7 3 1 7	AXMBZ	SEGKA	4	4.S.C 4.E.V 4.G.c 4.K.C 4.A.V	2.0 1.5 1.1 1.75 0.8	sè/exká/a	0	222
921	19_cold	COLD	Bribri	Bribri	sẽ̂ssẽ̌	sẽ̂ssẽ̌	s ẽ̂/ẽ s s ẽ̌/ẽ	brib1243	1287	9.40	-83.05		0	0	?	3 7 3 3 7	AXMBZ	SESSE	5	5.S.C 5.E.V 5.S.c 5.S.C 5.E.V	2.0 1.5 1.1 1.75 0.8	sẽ̂/ẽssẽ̌/ẽ	0	223
