# Wordlist

# DATA
ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	COGID	COGIDS	MORPHEMES	ALIGNMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	INFOMAP
2153	71_clothes	CLOTHES	Bari	Barí	duksa	duksa	d u k s a	bari1297	1895	9.08497	-72.9353		549	0	?		1 7 1 3 7	AXBCZ	TYKSA	3	3.T.C 3.Y.V 3.K.C 3.S.C 3.A.V	2.0 1.5 1.75 1.5 0.8	duksa	0	188
#
1657	76_cloud	CLOUD	Pech	Pech	wanàk	wanàk	w a n à/a k	pech1241	1489	15.8033	-85.558		567	0	?		6 7 4 7 1	AXBYN	WANAK	21	21.W.C 21.A.V 21.N.C 21.A.V 21.K.c	2.0 1.5 1.75 1.3 0.8	wanà/ak	0	219
1658	76_cloud	CLOUD	Rama	Rama	nu:nikka:s	nu:nikka:s	n u: n i k k a: s	rama1270	1489	11.5007	-83.8571		568	0	?		4 7 4 7 1 1 7 3	AXBYMBYN	NYNIKKAS	22	22.N.C 22.Y.V 22.N.C 22.I.V 22.K.c 22.K.C 22.A.V 22.S.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	nu:nikka:s	0	220
1659	76_cloud	CLOUD	MalekuJaika	Maléku Jaíka	piu:	piu:	p i u:	male1297	1489	10.7485	-84.7318		294	0	?	p i - u: - -	1 7 7	AXZ	PIY	17	17.P.C 17.I.V 17.Y.V	2.0 1.5 0.8	piu:	0	209
1660	76_cloud	CLOUD	Boruca	Boruca	bók	bók	b ó/o k	boru1252	1489	8.88093	-83.2124		294	0	?	b ó/o k - - -	1 7 1	AXN	PUK	4	4.P.C 4.U.V 4.K.c	2.0 1.5 0.8	bó/ok	0	208
1661	76_cloud	CLOUD	Bribri	Bribri	bṍ	bṍ	b ṍ/õ	brib1243	1489	9.39794	-83.0539		294	0	?	b - - - ṍ/õ -	1 7	AX	PU	5	5.P.C 5.U.V	2.0 1.5	bṍ/õ	0	209
1662	76_cloud	CLOUD	Cabecar	Cabécar	bõ̀	bõ̀	b õ̀/õ	cabe1245	1489	9.67031	-83.4102		294	0	?	b õ̀/õ - - - -	1 7	AX	PU	7	7.P.C 7.U.V	2.0 1.5	bõ̀/õ	0	209
1663	76_cloud	CLOUD	Teribe	Teribe	ɸóŋ	ɸóŋ	ɸ ó/o ŋ	teri1250	1489	9.067	-82.9631		294	0	?	ɸ ó/o ŋ - - -	3 7 4	AXN	BUN	24	24.B.C 24.U.V 24.N.c	2.0 1.5 0.8	ɸó/oŋ	0	206
1664	76_cloud	CLOUD	Ngabere	Ngäbere	mɯta	mɯta	m ɯ t a	ngab1239	1489	8.8251	-82.3911		294	0	?	m ɯ t a - -	4 7 1 7	AXBZ	MITA	20	20.M.C 20.I.V 20.T.C 20.A.V	2.0 1.5 1.75 0.8	mɯta	0	218
1665	76_cloud	CLOUD	Buglere	Buglere	boga	boga	b o g a	bugl1243	1489	8.57695	-81.25648		294	0	?	b o g a - -	1 7 1 7	AXBZ	PUKA	6	6.P.C 6.U.V 6.K.C 6.A.V	2.0 1.5 1.75 0.8	boga	0	209
1666	76_cloud	CLOUD	Dorasque	Dorasque	bókála	bókála	b ó/o k á/a l a	dora1242	1489	8.567442	-82.375717		294	0	?	b ó/o k á/a l a	1 7 1 7 5 7	AXBYBZ	PUKALA	13	13.P.C 13.U.V 13.K.C 13.A.V 13.L.C 13.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bó/oká/ala	0	214
1667	76_cloud	CLOUD	SanBlasKuna	San Blas Kuna	mola	mola	m o l a	sanb1242	1489	9.15686	-78.3075		294	0	?	m o - - l a	4 7 5 7	AXBZ	MULA	23	23.M.C 23.U.V 23.L.C 23.A.V	2.0 1.5 1.75 0.8	mola	1	206
1668	76_cloud	CLOUD	Cogui	Cogui	'maui	'maui	'm/m a u i	cogu1240	1489	10.9485	-73.8043		294	0	?	'm/m a - u - i	4 7 7 7	AXYZ	MAYI	12	12.M.C 12.A.V 12.Y.V 12.I.V	2.0 1.5 1.3 0.8	'm/maui	0	213
1669	76_cloud	CLOUD	Arhuaco	Arhuaco	'məɲɨ	'məɲɨ	'm/m ə ɲ ɨ	arhu1242	1489	10.7018	-73.6363		294	0	?	'm/m ə ɲ ɨ - -	4 7 4 7	AXBZ	MENI	1	1.M.C 1.E.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	'm/məɲɨ	0	206
1670	76_cloud	CLOUD	Malayo	Malayo	moɲa	moɲa	m o ɲ a	mala1522	1489	10.9286	-73.4056		294	0	?	m o ɲ a - -	4 7 4 7	AXBZ	MUNA	16	16.M.C 16.U.V 16.N.C 16.A.V	2.0 1.5 1.75 0.8	moɲa	0	206
1671	76_cloud	CLOUD	Chimila	Chimila	monse	monse	m o n s e	chim1309	1489	10.1902	-74.2559		294	0	?	m o n s - e	4 7 4 3 7	AXMBZ	MUNSE	11	11.M.C 11.U.V 11.N.c 11.S.C 11.E.V	2.0 1.5 1.1 1.75 0.8	monse	0	206
1672	76_cloud	CLOUD	Chibcha	Chibcha	βaoa	βaoa	β a o a	chib1270	1489	6.24999	-74.1666		294	0	?	β a - o - a	3 7 7 7	AXYZ	BAUA	10	10.B.C 10.A.V 10.U.V 10.A.V	2.0 1.5 1.3 0.8	βaoa	0	212
1673	76_cloud	CLOUD	CentralTunebo	Central Tunebo	bowa'ɾa	bowa'ɾa	b o w a 'ɾ/ɾ a	cent2150	1489	6.8867	-72.097		294	0	?	b o w a 'ɾ/ɾ a	1 7 6 7 5 7	AXBYBZ	PUWARA	9	9.P.C 9.U.V 9.W.C 9.A.V 9.R.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bowa'ɾ/ɾa	0	211
1674	76_cloud	CLOUD	Bari	Barí	nĩɲĩkɨ	nĩɲĩkɨ	n ĩ ɲ ĩ k ɨ	bari1297	1489	9.08497	-72.9353		565	0	?		4 7 4 7 1 7	AXBYBZ	NINIKI	3	3.N.C 3.I.V 3.N.C 3.I.V 3.K.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	nĩɲĩkɨ	0	207
#
917	19_cold	COLD	Pech	Pech	sã̀jwá	sã̀jwá	s ã̀/ã j w á/a	pech1241	1287	15.8033	-85.558		167	0	?	- s ã̀/ã j w á/a - - -	3 7 6 6 7	AXMBZ	SAJWA	21	21.S.C 21.A.V 21.J.c 21.W.C 21.A.V	2.0 1.5 1.1 1.75 0.8	sã̀/ãjwá/a	0	234
918	19_cold	COLD	Rama	Rama	saima	saima	s a i m a	rama1270	1287	11.5007	-83.8571		167	0	?	- s a - - i m - a	3 7 7 4 7	AXYBZ	SAIMA	22	22.S.C 22.A.V 22.I.V 22.M.C 22.A.V	2.0 1.5 1.3 1.75 0.8	saima	0	235
919	19_cold	COLD	MalekuJaika	Maléku Jaíka	tʃitʃi:xa	tʃitʃi:xa	tʃ i tʃ i: x a	male1297	1287	10.7485	-84.7318		167	0	?	- tʃ i tʃ - i: - x a	1 7 1 7 3 7	AXBYBZ	TITIGA	17	17.T.C 17.I.V 17.T.C 17.I.V 17.G.C 17.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tʃitʃi:xa	0	231
920	19_cold	COLD	Boruca	Boruca	sèxká	sèxká	s è/e x k á/a	boru1252	1287	8.88093	-83.2124		167	0	?	- s è/e x - - - k á/a	3 7 3 1 7	AXMBZ	SEGKA	4	4.S.C 4.E.V 4.G.c 4.K.C 4.A.V	2.0 1.5 1.1 1.75 0.8	sè/exká/a	0	223
921	19_cold	COLD	Bribri	Bribri	sẽ̂ssẽ̌	sẽ̂ssẽ̌	s ẽ̂/ẽ s s ẽ̌/ẽ	brib1243	1287	9.39794	-83.0539		167	0	?	- s ẽ̂/ẽ s s ẽ̌/ẽ - - -	3 7 3 3 7	AXMBZ	SESSE	5	5.S.C 5.E.V 5.S.c 5.S.C 5.E.V	2.0 1.5 1.1 1.75 0.8	sẽ̂/ẽssẽ̌/ẽ	0	224
922	19_cold	COLD	Cabecar	Cabécar	tsḗ	tsḗ	t s ẽ́/ẽ	cabe1245	1287	9.67031	-83.4102		167	0	?	t s ẽ́/ẽ - - - - - -	1 3 7	ACX	TSE	7	7.T.C 7.S.C 7.E.V	2.0 1.5 1.5	tsẽ́/ẽ	0	226
923	19_cold	COLD	Teribe	Teribe	séntè	séntè	s é/e n t è/e	teri1250	1287	9.067	-82.9631		167	0	?	- s é/e - n t - - è/e	3 7 4 1 7	AXMBZ	SENTE	24	24.S.C 24.E.V 24.N.c 24.T.C 24.E.V	2.0 1.5 1.1 1.75 0.8	sé/entè/e	0	237
924	19_cold	COLD	Ngabere	Ngäbere	tibo	tibo	t i b o	ngab1239	1287	8.8251	-82.3911		167	0	?	- t i b - o - - -	1 7 1 7	AXBZ	TIPU	20	20.T.C 20.I.V 20.P.C 20.U.V	2.0 1.5 1.75 0.8	tibo	0	233
925	19_cold	COLD	Buglere	Buglere	skeke	skeke	s k e k e	bugl1243	1287	8.57695	-81.25648		167	0	?	- s k - - e - k e	3 1 7 1 7	ACYBZ	SKEKE	6	6.S.C 6.K.C 6.E.V 6.K.C 6.E.V	2.0 1.5 1.3 1.75 0.8	skeke	0	225
926	19_cold	COLD	Dorasque	Dorasque	saiga	saiga	s a i g a	dora1242	1287	8.567442	-82.375717		167	0	?	- s a - - i - g a	3 7 7 1 7	AXYBZ	SAIKA	13	13.S.C 13.A.V 13.I.V 13.K.C 13.A.V	2.0 1.5 1.3 1.75 0.8	saiga	0	225
927	19_cold	COLD	SanBlasKuna	San Blas Kuna	tiopikwa	tiopikwa	t i o p i k w a	sanb1242	1287	9.15686	-78.3075		575	0	?		1 7 7 1 7 1 6 7	AXYBYBCZ	TIUPIKWA	23	23.T.C 23.I.V 23.U.V 23.P.C 23.I.V 23.K.C 23.W.C 23.A.V	2.0 1.5 1.3 1.75 1.3 1.75 1.5 0.8	tiopikwa	0	236
928	19_cold	COLD	Cogui	Cogui	ʃu'izala	ʃu'izala	ʃ u 'i/i z a l a	cogu1240	1287	10.9485	-73.8043		572	0	?		3 7 7 3 7 5 7	AXYBYBZ	SYISALA	12	12.S.C 12.Y.V 12.I.V 12.S.C 12.A.V 12.L.C 12.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	ʃu'i/izala	0	229
929	19_cold	COLD	Arhuaco	Arhuaco	kɨ kawa	kɨ kawa	k ɨ + k a w a	arhu1242	1287	10.7018	-73.6363		569	0	?		1 7 9 1 7 6 7	AX_AXBZ	KI_KAWA	1	1.K.C 1.I.V 1._._ 1.K.C 1.A.V 1.W.C 1.A.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	kɨ+kawa	0	221
930	19_cold	COLD	Malayo	Malayo	se	se	s e	mala1522	1287	10.9286	-73.4056		167	0	?	- s e - - - - - -	3 7	AX	SE	16	16.S.C 16.E.V	2.0 1.5	se	0	222
931	19_cold	COLD	Chimila	Chimila	sa:hnihka:	sa:hnihka:	s a: h n i h k a:	chim1309	1287	10.1902	-74.2559		167	0	?	- s a: h n i h k a:	3 7 3 4 7 3 1 7	AXBCYMBZ	SAHNIHKA	11	11.S.C 11.A.V 11.H.C 11.N.C 11.I.V 11.H.c 11.K.C 11.A.V	2.0 1.5 1.75 1.5 1.3 1.1 1.75 0.8	sa:hnihka:	0	228
932	19_cold	COLD	Chibcha	Chibcha	nɨko	nɨko	n ɨ k o	chib1270	1287	6.24999	-74.1666		571	0	?		4 7 1 7	AXBZ	NIKU	10	10.N.C 10.I.V 10.K.C 10.U.V	2.0 1.5 1.75 0.8	nɨko	0	227
933	19_cold	COLD	CentralTunebo	Central Tunebo	'seroa	'seroa	's/s e r o a	cent2150	1287	6.8867	-72.097		167	0	?	- 's/s e r - o - - a	3 7 5 7 7	AXBYZ	SERUA	9	9.S.C 9.E.V 9.R.C 9.U.V 9.A.V	2.0 1.5 1.75 1.3 0.8	's/seroa	0	222
934	19_cold	COLD	Bari	Barí	te:	te:	t e:	bari1297	1287	9.08497	-72.9353		167	0	?	- t e: - - - - - -	1 7	AX	TE	3	3.T.C 3.E.V	2.0 1.5	te:	0	222
#
2470	9_come	COME	Pech	Pech	tèʔk	tèʔk	t è/e ʔ k	pech1241	1446	15.8033	-85.558		421	0	?	t è/e ʔ k -	1 7 1 1	AXLN	TEHK	21	21.T.C 21.E.V 21.H.c 21.K.c	2.0 1.5 1.1 0.8	tè/eʔk	0	239
2471	9_come	COME	Rama	Rama	si:k	si:k	s i: k	rama1270	1446	11.5007	-83.8571		421	0	?	s i: - k -	3 7 1	AXN	SIK	22	22.S.C 22.I.V 22.K.c	2.0 1.5 0.8	si:k	0	239
2472	9_come	COME	MalekuJaika	Maléku Jaíka	toki:	toki:	t o k i:	male1297	1446	10.7485	-84.7318		422	0	?	t o k i:	1 7 1 7	AXBZ	TUKI	17	17.T.C 17.U.V 17.K.C 17.I.V	2.0 1.5 1.75 0.8	toki:	0	243
2473	9_come	COME	Boruca	Boruca	dàbàk	dàbàk	d à/a b à/a k	boru1252	1446	8.88093	-83.2124		578	0	?		1 7 1 7 1	AXBYN	TAPAK	4	4.T.C 4.A.V 4.P.C 4.A.V 4.K.c	2.0 1.5 1.75 1.3 0.8	dà/abà/ak	0	241
2474	9_come	COME	Bribri	Bribri	dɪ	dɪ	d ɪ	brib1243	1446	9.39794	-83.0539		421	0	?	d ɪ - - -	1 7	AX	TI	5	5.T.C 5.I.V	2.0 1.5	dɪ	0	242
2475	9_come	COME	Cabecar	Cabécar	de	de	d e	cabe1245	1446	9.67031	-83.4102		421	0	?	d e - - -	1 7	AX	TE	7	7.T.C 7.E.V	2.0 1.5	de	0	242
2476	9_come	COME	Teribe	Teribe	ték	ték	t é/e k	teri1250	1446	9.067	-82.9631		584	0	?		1 7 1	AXN	TEK	24	24.T.C 24.E.V 24.K.c	2.0 1.5 0.8	té/ek	0	239
2477	9_come	COME	Ngabere	Ngäbere	kite	kite	k i t e	ngab1239	1446	8.8251	-82.3911		583	0	?		1 7 1 7	AXBZ	KITE	20	20.K.C 20.I.V 20.T.C 20.E.V	2.0 1.5 1.75 0.8	kite	0	251
2478	9_come	COME	Buglere	Buglere	tʃige	tʃige	tʃ i g e	bugl1243	1446	8.57695	-81.25648		421	0	?	tʃ i - g e	1 7 1 7	AXBZ	TIKE	6	6.T.C 6.I.V 6.K.C 6.E.V	2.0 1.5 1.75 0.8	tʃige	0	243
2479	9_come	COME	Dorasque	Dorasque	berik	berik	b e r i k	dora1242	1446	8.567442	-82.375717		582	0	?		1 7 5 7 1	AXBYN	PERIK	13	13.P.C 13.E.V 13.R.C 13.I.V 13.K.c	2.0 1.5 1.75 1.3 0.8	berik	0	248
2480	9_come	COME	SanBlasKuna	San Blas Kuna	take	take	t a k e	sanb1242	1446	9.15686	-78.3075		422	0	?	t a k e	1 7 1 7	AXBZ	TAKE	23	23.T.C 23.A.V 23.K.C 23.E.V	2.0 1.5 1.75 0.8	take	0	243
2481	9_come	COME	Cogui	Cogui	'naʃ	'naʃ	'n/n a ʃ	cogu1240	1446	10.9485	-73.8043		422	0	?	'n/n a ʃ -	4 7 3	AXN	NAS	12	12.N.C 12.A.V 12.S.c	2.0 1.5 0.8	'n/naʃ	0	246
2482	9_come	COME	Arhuaco	Arhuaco	'nak	'nak	'n/n a k	arhu1242	1446	10.7018	-73.6363		422	0	?	'n/n a k -	4 7 1	AXN	NAK	1	1.N.C 1.A.V 1.K.c	2.0 1.5 0.8	'n/nak	0	239
2483	9_come	COME	Malayo	Malayo	nak	nak	n a k	mala1522	1446	10.9286	-73.4056		422	0	?	n a k -	4 7 1	AXN	NAK	16	16.N.C 16.A.V 16.K.c	2.0 1.5 0.8	nak	0	239
2484	9_come	COME	Chimila	Chimila	hatta	hatta	h a t t a	chim1309	1446	10.1902	-74.2559		581	0	?		3 7 1 1 7	AXMBZ	HATTA	11	11.H.C 11.A.V 11.T.c 11.T.C 11.A.V	2.0 1.5 1.1 1.75 0.8	hatta	0	247
2485	9_come	COME	Chibcha	Chibcha	nɨ	nɨ	n ɨ	chib1270	1446	6.24999	-74.1666		580	0	?		4 7	AX	NI	10	10.N.C 10.I.V	2.0 1.5	nɨ	0	246
2486	9_come	COME	CentralTunebo	Central Tunebo	'beki	'beki	'b/b e k i	cent2150	1446	6.8867	-72.097		579	0	?		1 7 1 7	AXBZ	PEKI	9	9.P.C 9.E.V 9.K.C 9.I.V	2.0 1.5 1.75 0.8	'b/beki	0	245
2487	9_come	COME	Bari	Barí	abãi	abãi	a b ã i	bari1297	1446	9.08497	-72.9353		577	0	?		7 1 7 7	XBYZ	APAI	3	3.A.V 3.P.C 3.A.V 3.I.V	1.5 1.75 1.3 0.8	abãi	0	240
#
1323	59_cry	CRY	Pech	Pech	àkàh	àkàh	à/a k à/a h	pech1241	1839	15.8033	-85.558		591	0	?		7 1 7 3	XBYN	AKAH	21	21.A.V 21.K.C 21.A.V 21.H.c	1.5 1.75 1.3 0.8	à/akà/ah	0	263
1324	59_cry	CRY	Rama	Rama	paun	paun	p a u n	rama1270	1839	11.5007	-83.8571		235	0	?	p a - - u n	1 7 7 4	AXYN	PAYN	22	22.P.C 22.A.V 22.Y.V 22.N.c	2.0 1.5 1.3 0.8	paun	0	264
1325	59_cry	CRY	MalekuJaika	Maléku Jaíka	xue:	xue:	x u e:	male1297	1839	10.7485	-84.7318		589	0	?		3 7 7	AXZ	GYE	17	17.G.C 17.Y.V 17.E.V	2.0 1.5 0.8	xue:	0	252
1326	59_cry	CRY	Boruca	Boruca	bò	bò	b ò/o	boru1252	1839	8.88093	-83.2124		235	0	?	b ò/o - - - -	1 7	AX	PU	4	4.P.C 4.U.V	2.0 1.5	bò/o	0	254
1327	59_cry	CRY	Bribri	Bribri	iĩ	iĩ	i ĩ	brib1243	1839	9.39794	-83.0539		237	0	?	- i - ĩ	7 7	XZ	II	5	5.I.V 5.I.V	1.5 0.8	iĩ	0	255
1328	59_cry	CRY	Cabecar	Cabécar	hĩ	hĩ	h ĩ	cabe1245	1839	9.67031	-83.4102		237	0	?	h ĩ - -	3 7	AX	HI	7	7.H.C 7.I.V	2.0 1.5	hĩ	0	256
1329	59_cry	CRY	Teribe	Teribe	sɾáɾ	sɾáɾ	s ɾ á/a ɾ	teri1250	1839	9.067	-82.9631		592	0	?		3 5 7 5	ACXN	SRAR	24	24.S.C 24.R.C 24.A.V 24.R.c	2.0 1.5 1.5 0.8	sɾá/aɾ	0	265
1330	59_cry	CRY	Ngabere	Ngäbere	mui	mui	m u i	ngab1239	1839	8.8251	-82.3911		235	0	?	m u - - i -	4 7 7	AXZ	MYI	20	20.M.C 20.Y.V 20.I.V	2.0 1.5 0.8	mui	0	252
1331	59_cry	CRY	Buglere	Buglere	moe	moe	m o e	bugl1243	1839	8.57695	-81.25648		235	0	?	m o - - e -	4 7 7	AXZ	MUE	6	6.M.C 6.U.V 6.E.V	2.0 1.5 0.8	moe	0	252
1332	59_cry	CRY	Dorasque	Dorasque	bos	bos	b o s	dora1242	1839	8.567442	-82.375717		235	0	?	b o s - - -	1 7 3	AXN	PUS	13	13.P.C 13.U.V 13.S.c	2.0 1.5 0.8	bos	0	254
1333	59_cry	CRY	SanBlasKuna	San Blas Kuna	po	po	p o	sanb1242	1839	9.15686	-78.3075		235	0	?	p o - - - -	1 7	AX	PU	23	23.P.C 23.U.V	2.0 1.5	po	0	254
1334	59_cry	CRY	Cogui	Cogui	'mau	'mau	'm/m a u	cogu1240	1839	10.9485	-73.8043		235	0	?	'm/m a - - u -	4 7 7	AXZ	MAY	12	12.M.C 12.A.V 12.Y.V	2.0 1.5 0.8	'm/mau	0	252
1335	59_cry	CRY	Arhuaco	Arhuaco	mau	mau	m a u	arhu1242	1839	10.7018	-73.6363		235	0	?	m a - - u -	4 7 7	AXZ	MAY	1	1.M.C 1.A.V 1.Y.V	2.0 1.5 0.8	mau	0	252
1336	59_cry	CRY	Malayo	Malayo	áuau	áuau	á/a u a u	mala1522	1839	10.9286	-73.4056		588	0	?		7 7 7 7	XYYZ	AYAY	16	16.A.V 16.Y.V 16.A.V 16.Y.V	1.5 1.3 1.3 0.8	á/auau	0	260
1337	59_cry	CRY	Chimila	Chimila	'o:ni	'o:ni	'o:/o: n i	chim1309	1839	10.1902	-74.2559		586	0	?		7 4 7	XBZ	UNI	11	11.U.V 11.N.C 11.I.V	1.5 1.75 0.8	'o:/o:ni	0	258
1338	59_cry	CRY	Chibcha	Chibcha	kon	kon	k o n	chib1270	1839	6.24999	-74.1666		236	0	?	- - - k o n	1 7 4	AXN	KUN	10	10.K.C 10.U.V 10.N.c	2.0 1.5 0.8	kon	0	253
1339	59_cry	CRY	CentralTunebo	Central Tunebo	ko'ni	ko'ni	k o 'n/n i	cent2150	1839	6.8867	-72.097		236	0	?	k o 'n/n - i -	1 7 4 7	AXBZ	KUNI	9	9.K.C 9.U.V 9.N.C 9.I.V	2.0 1.5 1.75 0.8	ko'n/ni	0	253
1340	59_cry	CRY	Bari	Barí	kona	kona	k o n a	bari1297	1839	9.08497	-72.9353		236	0	?	k o n - a -	1 7 4 7	AXBZ	KUNA	3	3.K.C 3.U.V 3.N.C 3.A.V	2.0 1.5 1.75 0.8	kona	0	253
#
607	36_cut	CUT	Pech	Pech	tàs	tàs	t à/a s	pech1241	1432	15.8033	-85.558		114	0	?	t à/a s	1 7 3	AXN	TAS	21	21.T.C 21.A.V 21.S.c	2.0 1.5 0.8	tà/as	0	269
608	36_cut	CUT	Rama	Rama	a: ŋtk	a: ŋtk	aː ŋ t k	rama1270	1432	11.5007	-83.8571		115	0	?	aː ŋ t k	7 4 1 1	XLLN	ANTK	22	22.A.V 22.N.c 22.T.c 22.K.c	1.5 1.1 1.1 0.8	aːŋtk	0	280
609	36_cut	CUT	MalekuJaika	Maléku Jaíka	ɬati:	ɬati:	ɬ a t i:	male1297	1432	10.7485	-84.7318		602	0	?		5 7 1 7	AXBZ	LATI	17	17.L.C 17.A.V 17.T.C 17.I.V	2.0 1.5 1.75 0.8	ɬati:	0	277
610	36_cut	CUT	Boruca	Boruca	tàs	tàs	t à/a s	boru1252	1432	8.88093	-83.2124		114	0	?	t à/a s	1 7 3	AXN	TAS	4	4.T.C 4.A.V 4.S.c	2.0 1.5 0.8	tà/as	0	268
611	36_cut	CUT	Bribri	Bribri	tɪ	tɪ	t ɪ	brib1243	1432	9.39794	-83.0539		116	0	?	t ɪ - - - -	1 7	AX	TI	5	5.T.C 5.I.V	2.0 1.5	tɪ	0	269
612	36_cut	CUT	Cabecar	Cabécar	tɪ	tɪ	t ɪ	cabe1245	1432	9.67031	-83.4102		116	0	?	t ɪ - - - -	1 7	AX	TI	7	7.T.C 7.I.V	2.0 1.5	tɪ	0	269
613	36_cut	CUT	Teribe	Teribe	zí	zí	z í/i	teri1250	1432	9.067	-82.9631		605	0	?		3 7	AX	SI	24	24.S.C 24.I.V	2.0 1.5	zí/i	0	282
614	36_cut	CUT	Ngabere	Ngäbere	tikekɔ	tikekɔ	t i k e k ɔ	ngab1239	1432	8.8251	-82.3911		116	0	?	t i k e k ɔ	1 7 1 7 1 7	AXBYBZ	TIKEKU	20	20.T.C 20.I.V 20.K.C 20.E.V 20.K.C 20.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tikekɔ	0	279
615	36_cut	CUT	Buglere	Buglere	date	date	d a t e	bugl1243	1432	8.57695	-81.25648		594	0	?		1 7 1 7	AXBZ	TATE	6	6.T.C 6.A.V 6.T.C 6.E.V	2.0 1.5 1.75 0.8	date	0	270
616	36_cut	CUT	Dorasque	Dorasque	togli	togli	t o g l i	dora1242	1432	8.567442	-82.375717		600	0	?		1 7 1 5 7	AXBCZ	TUKLI	13	13.T.C 13.U.V 13.K.C 13.L.C 13.I.V	2.0 1.5 1.75 1.5 0.8	togli	0	276
617	36_cut	CUT	SanBlasKuna	San Blas Kuna	sikke	sikke	s i k k e	sanb1242	1432	9.15686	-78.3075		604	0	?		3 7 1 1 7	AXMBZ	SIKKE	23	23.S.C 23.I.V 23.K.c 23.K.C 23.E.V	2.0 1.5 1.1 1.75 0.8	sikke	0	281
618	36_cut	CUT	Cogui	Cogui	'men	'men	'm/m e n	cogu1240	1432	10.9485	-73.8043		599	0	?		4 7 4	AXN	MEN	12	12.M.C 12.E.V 12.N.c	2.0 1.5 0.8	'm/men	0	275
619	36_cut	CUT	Arhuaco	Arhuaco	ɾeʔ'beis	ɾeʔ'beis	ɾ e ʔ 'b/b e i s	arhu1242	1432	10.7018	-73.6363		593	0	?		5 7 1 1 7 7 3	AXMBYYN	REHPEIS	1	1.R.C 1.E.V 1.H.c 1.P.C 1.E.V 1.I.V 1.S.c	2.0 1.5 1.1 1.75 1.3 1.3 0.8	ɾeʔ'b/beis	0	266
620	36_cut	CUT	Malayo	Malayo	koʃ	koʃ	k o ʃ	mala1522	1432	10.9286	-73.4056		601	0	?		1 7 3	AXN	KUS	16	16.K.C 16.U.V 16.S.c	2.0 1.5 0.8	koʃ	0	269
621	36_cut	CUT	Chimila	Chimila	'ukkwa	'ukkwa	'u/u k k w a	chim1309	1432	10.1902	-74.2559		598	0	?		7 1 1 6 7	XMBCZ	YKKWA	11	11.Y.V 11.K.c 11.K.C 11.W.C 11.A.V	1.5 1.1 1.75 1.5 0.8	'u/ukkwa	0	274
622	36_cut	CUT	Chibcha	Chibcha	kɨhɨtɨ	kɨhɨtɨ	k ɨ h ɨ t ɨ	chib1270	1432	6.24999	-74.1666		597	0	?		1 7 3 7 1 7	AXBYBZ	KIHITI	10	10.K.C 10.I.V 10.H.C 10.I.V 10.T.C 10.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kɨhɨtɨ	0	273
623	36_cut	CUT	CentralTunebo	Central Tunebo	kwi'ki	kwi'ki	k w i 'k/k i	cent2150	1432	6.8867	-72.097		596	0	?		1 6 7 1 7	ACXBZ	KWIKI	9	9.K.C 9.W.C 9.I.V 9.K.C 9.I.V	2.0 1.5 1.5 1.75 0.8	kwi'k/ki	0	272
624	36_cut	CUT	Bari	Barí	a:kd	a:kd	a: k d	bari1297	1432	9.08497	-72.9353		115	0	?	a: k d -	7 1 1	XLN	AKT	3	3.A.V 3.K.c 3.T.c	1.5 1.1 0.8	a:kd	0	267
#
151	100_dance	DANCE	Pech	Pech	wiʔ	wiʔ	w i ʔ	pech1241	1879	15.8033	-85.558		36	0	?	- w i - ʔ - -	6 7 1	AXN	WIH	21	21.W.C 21.I.V 21.H.c	2.0 1.5 0.8	wiʔ	0	296
152	100_dance	DANCE	Rama	Rama	katapaik	katapaik	k a t a p a i k	rama1270	1879	11.5007	-83.8571		614	0	?		1 7 1 7 1 7 7 1	AXBYBYYN	KATAPAIK	22	22.K.C 22.A.V 22.T.C 22.A.V 22.P.C 22.A.V 22.I.V 22.K.c	2.0 1.5 1.75 1.3 1.75 1.3 1.3 0.8	katapaik	0	297
153	100_dance	DANCE	MalekuJaika	Maléku Jaíka	ɬi:la	ɬi:la	ɬ i: l a	male1297	1879	10.7485	-84.7318		610	0	?		5 7 5 7	AXBZ	LILA	17	17.L.C 17.I.V 17.L.C 17.A.V	2.0 1.5 1.75 0.8	ɬi:la	0	292
154	100_dance	DANCE	Boruca	Boruca	kuìk	kuìk	k u ì/i k	boru1252	1879	8.88093	-83.2124		36	0	?	k u ì/i k - - -	1 7 7 1	AXYN	KYIK	4	4.K.C 4.Y.V 4.I.V 4.K.c	2.0 1.5 1.3 0.8	kuì/ik	0	283
