# Wordlist

# DATA
ID	CONCEPT_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	COGID	COGIDS	MORPHEMES	TOKENS	COGNACY	GLOTTOCODE	CONCEPTICON	COMMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	ALIGNMENT
1844	89_dog	DOG	LencaHonduras	Lenca-Honduras	suj	suj		531		s u j	995		2009		3 7 6	AXN	SYJ	14	14.S.C 14.Y.V 14.J.c	2.0 1.5 0.8	suj	0	s u j
1845	89_dog	DOG	Cacaopera	Cacaopera	alu	alu		527		a l u	996		2009		7 5 7	XBZ	ALY	8	8.A.V 8.L.C 8.Y.V	1.5 1.75 0.8	alu	0	a l u
1846	89_dog	DOG	Mayangna	Mayangna	sulu	sulu		535		s u l u	995		2009		3 7 5 7	AXBZ	SYLY	18	18.S.C 18.Y.V 18.L.C 18.Y.V	2.0 1.5 1.75 0.8	sulu	0	s u l u
1847	89_dog	DOG	Ulwa	Ulwa	sulu	sulu		535		s u l u	995		2009		3 7 5 7	AXBZ	SYLY	25	25.S.C 25.Y.V 25.L.C 25.Y.V	2.0 1.5 1.75 0.8	sulu	0	s u l u
1848	89_dog	DOG	Miskito	Mískito	jul	jul		536		j u l	997		2009		6 7 5	AXN	JYL	19	19.J.C 19.Y.V 19.L.c	2.0 1.5 0.8	jul	0	j u l
1849	89_dog	DOG	Pech	Pech	ʃúʃù	ʃúʃù		532		ʃ ú/u ʃ ù/u	995		2009		3 7 3 7	AXBZ	SYSY	21	21.S.C 21.Y.V 21.S.C 21.Y.V	2.0 1.5 1.75 0.8	ʃú/uʃù/u	0	ʃ ú/u ʃ ù/u
1850	89_dog	DOG	Rama	Rama	tausuŋ	tausuŋ		538		t a u s u ŋ	998		2009		1 7 7 3 7 4	AXYBYN	TAYSYN	22	22.T.C 22.A.V 22.Y.V 22.S.C 22.Y.V 22.N.c	2.0 1.5 1.3 1.75 1.3 0.8	tausuŋ	0	t a u s u ŋ
1851	89_dog	DOG	MalekuJaika	Maléku Jaíka	au:si	au:si		534		a uː s i	999		2009		7 7 3 7	XYBZ	AYSI	17	17.A.V 17.Y.V 17.S.C 17.I.V	1.5 1.3 1.75 0.8	auːsi	0	a uː s i
1852	89_dog	DOG	Boruca	Boruca	àúx	àúx		524		à/a ú/u x	1000		2009		7 7 3	XYN	AYG	4	4.A.V 4.Y.V 4.G.c	1.5 1.3 0.8	à/aú/ux	0	à/a ú/u x
1853	89_dog	DOG	Bribri	Bribri	tʃítʃì	tʃítʃì		525		tʃ í/i tʃ ì/i	1001		2009		1 7 1 7	AXBZ	TITI	5	5.T.C 5.I.V 5.T.C 5.I.V	2.0 1.5 1.75 0.8	tʃí/itʃì/i	0	tʃ í/i tʃ ì/i
1854	89_dog	DOG	Cabecar	Cabécar	tʃítʃì	tʃítʃì		525		tʃ í/i tʃ ì/i	1001		2009		1 7 1 7	AXBZ	TITI	7	7.T.C 7.I.V 7.T.C 7.I.V	2.0 1.5 1.75 0.8	tʃí/itʃì/i	0	tʃ í/i tʃ ì/i
1855	89_dog	DOG	Teribe	Teribe	ʃíʃì	ʃíʃì		532		ʃ í/i ʃ ì/i	1002		2009		3 7 3 7	AXBZ	SISI	24	24.S.C 24.I.V 24.S.C 24.I.V	2.0 1.5 1.75 0.8	ʃí/iʃì/i	0	ʃ í/i ʃ ì/i
1856	89_dog	DOG	Ngabere	Ngäbere	nu	nu		537		n u	1003		2009		4 7	AX	NY	20	20.N.C 20.Y.V	2.0 1.5	nu	1	n u
1857	89_dog	DOG	Buglere	Buglere	to	to		526		t o	1003		2009		1 7	AX	TU	6	6.T.C 6.U.V	2.0 1.5	to	0	t o
1858	89_dog	DOG	Dorasque	Dorasque	bilo	bilo		530		b i l o	1004		2009		1 7 5 7	AXBZ	PILU	13	13.P.C 13.I.V 13.L.C 13.U.V	2.0 1.5 1.75 0.8	bilo	0	b i l o
1859	89_dog	DOG	SanBlasKuna	San Blas Kuna	atʃu	atʃu		527		a tʃ u	1005		2009		7 1 7	XBZ	ATY	23	23.A.V 23.T.C 23.Y.V	1.5 1.75 0.8	atʃu	0	a tʃ u
1860	89_dog	DOG	Cogui	Cogui	'pio	'pio		529		'p/p i o	1006		2009		1 7 7	AXZ	PIU	12	12.P.C 12.I.V 12.U.V	2.0 1.5 0.8	'p/pio	0	'p/p i o
1861	89_dog	DOG	Arhuaco	Arhuaco	'peɾɨ	'peɾɨ		522		'p/p e ɾ ɨ	1007		2009		1 7 5 7	AXBZ	PERI	1	1.P.C 1.E.V 1.R.C 1.I.V	2.0 1.5 1.75 0.8	'p/peɾɨ	0	'p/p e - ɾ ɨ
1862	89_dog	DOG	Malayo	Malayo	kɨnsi	kɨnsi		533		k ɨ n s i	1008		2009		1 7 4 3 7	AXMBZ	KINSI	16	16.K.C 16.I.V 16.N.c 16.S.C 16.I.V	2.0 1.5 1.1 1.75 0.8	kɨnsi	0	k ɨ n s i
1863	89_dog	DOG	Chimila	Chimila	pe:kɾu	pe:kɾu		522		p eː k ɾ u	1009		2009		1 7 1 5 7	AXBCZ	PEKRY	11	11.P.C 11.E.V 11.K.C 11.R.C 11.Y.V	2.0 1.5 1.75 1.5 0.8	peːkɾu	0	p eː k ɾ u
1864	89_dog	DOG	Chibcha	Chibcha	to	to		526		t o	1003		2009		1 7	AX	TU	10	10.T.C 10.U.V	2.0 1.5	to	0	t o
1865	89_dog	DOG	CentralTunebo	Central Tunebo	'bajaɾa	'bajaɾa		528		'b/b a j a ɾ a	1010		2009		1 7 6 7 5 7	AXBYBZ	PAJARA	9	9.P.C 9.A.V 9.J.C 9.A.V 9.R.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	'b/bajaɾa	0	'b/b a j a ɾ a
1866	89_dog	DOG	Bari	Barí	nunaba.	nunaba.		523		n u n a b a	1011		2009		4 7 4 7 1 7	AXBYBZ	NYNAPA	3	3.N.C 3.Y.V 3.N.C 3.A.V 3.P.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	nunaba	0	n u n a b a
#
169	105_drink	DRINK	LencaSalvador	Lenca-Salvador	tali	tali		557		t a l i	80		1401		1 7 5 7	AXBZ	TALI	15	15.T.C 15.A.V 15.L.C 15.I.V	2.0 1.5 1.75 0.8	tali	0	t a l i
170	105_drink	DRINK	LencaHonduras	Lenca-Honduras	tal	tal		557		t a l	80		1401		1 7 5	AXN	TAL	14	14.T.C 14.A.V 14.L.c	2.0 1.5 0.8	tal	0	t a l -
171	105_drink	DRINK	Cacaopera	Cacaopera	dipa	dipa		552		d i p a	81		1401		1 7 1 7	AXBZ	TIPA	8	8.T.C 8.I.V 8.P.C 8.A.V	2.0 1.5 1.75 0.8	dipa	0	d i p a
172	105_drink	DRINK	Mayangna	Mayangna	di	di		550		d i	81		1401		1 7	AX	TI	18	18.T.C 18.I.V	2.0 1.5	di	0	d i
173	105_drink	DRINK	Ulwa	Ulwa	di	di		550		d i	81		1401		1 7	AX	TI	25	25.T.C 25.I.V	2.0 1.5	di	0	d i
174	105_drink	DRINK	Miskito	Mískito	di	di		550		d i	81		1401		1 7	AX	TI	19	19.T.C 19.I.V	2.0 1.5	di	0	d i
175	105_drink	DRINK	Pech	Pech	tòk	tòk		560		t ò/o k	82		1401		1 7 1	AXN	TUK	21	21.T.C 21.U.V 21.K.c	2.0 1.5 0.8	tò/ok	0	t ò/o k
176	105_drink	DRINK	Rama	Rama	ŋw	ŋw		561		ŋ w	83		1401		4 6	AC	NW	22	22.N.C 22.W.C	2.0 1.5	ŋw	0	ŋ w
177	105_drink	DRINK	MalekuJaika	Maléku Jaíka	tʃa:	tʃa:		550		tʃ aː	84		1401		1 7	AX	TA	17	17.T.C 17.A.V	2.0 1.5	tʃaː	0	tʃ aː
178	105_drink	DRINK	Boruca	Boruca	dʒáŋ	dʒáŋ		549		dʒ á/a ŋ	84		1401		1 7 4	AXN	TAN	4	4.T.C 4.A.V 4.N.c	2.0 1.5 0.8	dʒá/aŋ	0	dʒ á/a ŋ
179	105_drink	DRINK	Bribri	Bribri	dʒa	dʒa		550		dʒ a	84		1401		1 7	AX	TA	5	5.T.C 5.A.V	2.0 1.5	dʒa	0	dʒ a
180	105_drink	DRINK	Cabecar	Cabécar	dʒɪ	dʒɪ		550		dʒ ɪ	84		1401		1 7	AX	TI	7	7.T.C 7.I.V	2.0 1.5	dʒɪ	0	dʒ ɪ
181	105_drink	DRINK	Teribe	Teribe	iɪ́	iɪ́		562		i ɪ́/ɪ	84		1401		7 7	XZ	II	24	24.I.V 24.I.V	1.5 0.8	iɪ́/ɪ	0	i ɪ́/ɪ
182	105_drink	DRINK	Ngabere	Ngäbere	ɲã	ɲã		559		ɲ ã	84		1401		4 7	AX	NA	20	20.N.C 20.A.V	2.0 1.5	ɲã	0	ɲ ã
183	105_drink	DRINK	Buglere	Buglere	hai	hai		551		h a i	85		1401		3 7 7	AXZ	HAI	6	6.H.C 6.A.V 6.I.V	2.0 1.5 0.8	hai	0	h a i
184	105_drink	DRINK	Dorasque	Dorasque	bot	bot		556		b o t	86		1401		1 7 1	AXN	PUT	13	13.P.C 13.U.V 13.T.c	2.0 1.5 0.8	bot	0	b o t
185	105_drink	DRINK	SanBlasKuna	San Blas Kuna	kope	kope		552		k o p e	87		1401		1 7 1 7	AXBZ	KUPE	23	23.K.C 23.U.V 23.P.C 23.E.V	2.0 1.5 1.75 0.8	kope	0	k o p e
186	105_drink	DRINK	Cogui	Cogui	'tuʃi	'tuʃi		555		't/t u ʃ i	88		1401		1 7 3 7	AXBZ	TYSI	12	12.T.C 12.Y.V 12.S.C 12.I.V	2.0 1.5 1.75 0.8	't/tuʃi	0	't/t u ʃ i
187	105_drink	DRINK	Arhuaco	Arhuaco	aʔg	aʔg		547		a ʔ g	89		1401		7 1 1	XLN	AHK	1	1.A.V 1.H.c 1.K.c	1.5 1.1 0.8	aʔg	0	a ʔ g
188	105_drink	DRINK	Malayo	Malayo	anga	anga		558		a n g a	89		1401		7 4 1 7	XMBZ	ANKA	16	16.A.V 16.N.c 16.K.C 16.A.V	1.5 1.1 1.75 0.8	anga	0	a n g a
189	105_drink	DRINK	Chimila	Chimila	uk	uk		547		u k	90		1401		7 1	XN	YK	11	11.Y.V 11.K.c	1.5 0.8	uk	0	u - k
190	105_drink	DRINK	Chibcha	Chibcha	iohotɨ	iohotɨ		554		i o h o t ɨ	91		1401		7 7 3 7 1 7	XYBYBZ	IUHUTI	10	10.I.V 10.U.V 10.H.C 10.U.V 10.T.C 10.I.V	1.5 1.3 1.75 1.3 1.75 0.8	iohotɨ	0	i o h o t ɨ
191	105_drink	DRINK	CentralTunebo	Central Tunebo	'jaʔa	'jaʔa		553		'j/j a ʔ a	84		1401		6 7 1 7	AXBZ	JAHA	9	9.J.C 9.A.V 9.H.C 9.A.V	2.0 1.5 1.75 0.8	'j/jaʔa	0	'j/j a ʔ a
192	105_drink	DRINK	Bari	Barí	a:ksa	a:ksa		548		aː k s a	92		1401		7 1 3 7	XBCZ	AKSA	3	3.A.V 3.K.C 3.S.C 3.A.V	1.5 1.75 1.5 0.8	aːksa	0	aː k s a
#
2225	55_dry	DRY	LencaSalvador	Lenca-Salvador	tina	tina		587		t i n a	1209		1398		1 7 4 7	AXBZ	TINA	15	15.T.C 15.I.V 15.N.C 15.A.V	2.0 1.5 1.75 0.8	tina	0	t i n a
2226	55_dry	DRY	LencaHonduras	Lenca-Honduras	sawa	sawa		586		s a w a	1210		1398		3 7 6 7	AXBZ	SAWA	14	14.S.C 14.A.V 14.W.C 14.A.V	2.0 1.5 1.75 0.8	sawa	0	s a w a
2227	55_dry	DRY	Cacaopera	Cacaopera	sama	sama		577		s a m a	1210		1398		3 7 4 7	AXBZ	SAMA	8	8.S.C 8.A.V 8.M.C 8.A.V	2.0 1.5 1.75 0.8	sama	0	s a m a
2228	55_dry	DRY	Mayangna	Mayangna	buhni	buhni		591		b u h n i	1211		1398		1 7 3 4 7	AXBCZ	PYHNI	18	18.P.C 18.Y.V 18.H.C 18.N.C 18.I.V	2.0 1.5 1.75 1.5 0.8	buhni	0	b u h n i
2229	55_dry	DRY	Ulwa	Ulwa	buhka	buhka		591		b u h k a	1211		1398		1 7 3 1 7	AXMBZ	PYHKA	25	25.P.C 25.Y.V 25.H.c 25.K.C 25.A.V	2.0 1.5 1.1 1.75 0.8	buhka	0	b u h k a
2230	55_dry	DRY	Miskito	Mískito	lawan	lawan		592		l a w a n	1212		1398		5 7 6 7 4	AXBYN	LAWAN	19	19.L.C 19.A.V 19.W.C 19.A.V 19.N.c	2.0 1.5 1.75 1.3 0.8	lawan	0	l a w a n
2231	55_dry	DRY	Pech	Pech	a:ɾá:ni	a:ɾá:ni		595		aː ɾ áː/aː n i	1213		1398		7 5 7 4 7	XBYBZ	ARANI	21	21.A.V 21.R.C 21.A.V 21.N.C 21.I.V	1.5 1.75 1.3 1.75 0.8	aːɾáː/aːni	0	aː ɾ áː/aː n i
2232	55_dry	DRY	Rama	Rama	plu:sba	plu:sba		583		p l uː s b a	1214		1398		1 5 7 3 1 7	ACXMBZ	PLYSPA	22	22.P.C 22.L.C 22.Y.V 22.S.c 22.P.C 22.A.V	2.0 1.5 1.5 1.1 1.75 0.8	pluːsba	0	p l uː s b a
2233	55_dry	DRY	MalekuJaika	Maléku Jaíka	tiɬa:-xa	tiɬa:-xa		589 590		t i ɬ aː + x a	1209		1398		1 7 5 7 9 3 7	AXBZ_AX	TILA_GA	17	17.T.C 17.I.V 17.L.C 17.A.V 17._._ 17.G.C 17.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	tiɬaː+xa	0	t i ɬ aː + x a
2234	55_dry	DRY	Boruca	Boruca	tskènká	tskènká		574		t s k è/e n k á/a	1215		1398		1 3 1 7 4 1 7	AXBYMBZ	TSKENKA	4	4.T.C 4.S.V 4.K.C 4.E.V 4.N.c 4.K.C 4.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	tskè/enká/a	0	t s k è/e n k á/a
2235	55_dry	DRY	Bribri	Bribri	pôppǒ	pôppǒ		575		p ô/o p ǒ/o	1216		1398		1 7 1 7	AXBZ	PUPU	5	5.P.C 5.U.V 5.P.C 5.U.V	2.0 1.5 1.75 0.8	pô/opǒ/o	0	p ô/o p ǒ/o
2236	55_dry	DRY	Cabecar	Cabécar	pó	pó		575		p ó/o	1216		1398		1 7	AX	PU	7	7.P.C 7.U.V	2.0 1.5	pó/o	0	p ó/o - -
2237	55_dry	DRY	Teribe	Teribe	idógɺo	idógɺo		596		i d ó/o g ɺ o	1217		1398		7 1 7 1 5 7	XBYBCZ	ITUKRU	24	24.I.V 24.T.C 24.U.V 24.K.C 24.R.C 24.U.V	1.5 1.75 1.3 1.75 1.5 0.8	idó/ogɺo	0	i d ó/o g ɺ o
2238	55_dry	DRY	Ngabere	Ngäbere	nɣta-ɾe	nɣta-ɾe		593 594		n ɣ t a + ɾ e	1209		1398		4 3 1 7 9 5 7	AMBZ_AX	NGTA_RE	20	20.N.C 20.G.c 20.T.C 20.A.V 20._._ 20.R.C 20.E.V	2.0 1.1 1.75 0.8 0.0 2.0 1.5	nɣta+ɾe	0	n ɣ t a + ɾ e
2239	55_dry	DRY	Buglere	Buglere	ulen	ulen		576		u l e n	1218		1398		7 5 7 4	XBYN	YLEN	6	6.Y.V 6.L.C 6.E.V 6.N.c	1.5 1.75 1.3 0.8	ulen	0	u l e n
2240	55_dry	DRY	Dorasque	Dorasque	tolótkal	tolótkal		585		t o l ó/o t k a l	1219		1398		1 7 5 7 1 1 7 5	AXBYMBYN	TULUTKAL	13	13.T.C 13.U.V 13.L.C 13.U.V 13.T.c 13.K.C 13.A.V 13.L.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	toló/otkal	0	t o l ó/o t k a l
2241	55_dry	DRY	SanBlasKuna	San Blas Kuna	tinna	tinna		587		t i n a	1209		1398		1 7 4 7	AXBZ	TINA	23	23.T.C 23.I.V 23.N.C 23.A.V	2.0 1.5 1.75 0.8	tina	0	t i n a
2242	55_dry	DRY	Cogui	Cogui	aluhu'e	aluhu'e		584		a l u h u 'e/e	1220		1398		7 5 7 3 7 7	XBYBYZ	ALYHYE	12	12.A.V 12.L.C 12.Y.V 12.H.C 12.Y.V 12.E.V	1.5 1.75 1.3 1.75 1.3 0.8	aluhu'e/e	0	a l u h u 'e/e
2243	55_dry	DRY	Arhuaco	Arhuaco	'dʒomɨ	'dʒomɨ		572		'd/d ʒ o m ɨ	1221		1398		1 3 7 4 7	ACXBZ	TSUMI	1	1.T.C 1.S.C 1.U.V 1.M.C 1.I.V	2.0 1.5 1.5 1.75 0.8	'd/dʒomɨ	0	'd/d ʒ o m ɨ
2244	55_dry	DRY	Malayo	Malayo	ʒita	ʒita		588		ʒ i t a	1209		1398		3 7 1 7	AXBZ	SITA	16	16.S.C 16.I.V 16.T.C 16.A.V	2.0 1.5 1.75 0.8	ʒita	0	ʒ i t a
2245	55_dry	DRY	Chimila	Chimila	bɾo:nta	bɾo:nta		583		b ɾ oː n t a	1214		1398		1 5 7 4 1 7	ACXMBZ	PRUNTA	11	11.P.C 11.R.C 11.U.V 11.N.c 11.T.C 11.A.V	2.0 1.5 1.5 1.1 1.75 0.8	bɾoːnta	0	b ɾ oː n t a
2246	55_dry	DRY	Chibcha	Chibcha	βutʲua	βutʲua		582		β u tʲ u a	1214		1398		3 7 1 7 7	AXBYZ	BYTYA	10	10.B.C 10.Y.V 10.T.C 10.Y.V 10.A.V	2.0 1.5 1.75 1.3 0.8	βutʲua	0	β u tʲ u a
2247	55_dry	DRY	CentralTunebo	Central Tunebo	buɾ-a'-buɾ-a	buɾ-a'-buɾ-a		578 579 580 581		b u ɾ + 'a/a + b u ɾ + a	1214		1398		1 7 5 9 7 9 1 7 5 9 7	AXN_X_AXN_X	PYR_A_PYR_A	9	9.P.C 9.Y.V 9.R.c 9._._ 9.A.V 9._._ 9.P.C 9.Y.V 9.R.c 9._._ 9.A.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5 0.8 0.0 1.5	buɾ+'a/a+buɾ+a	0	b u ɾ + 'a/a + b u ɾ + a
2248	55_dry	DRY	Bari	Barí	bunũnĩ	bunũnĩ		573		b u n ũ n ĩ	1214		1398		1 7 4 7 4 7	AXBYBZ	PYNYNI	3	3.P.C 3.Y.V 3.N.C 3.Y.V 3.N.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	bunũnĩ	0	b u n ũ n ĩ
#
1770	94_ear	EAR	LencaSalvador	Lenca-Salvador	tokoro	tokoro		611		t o k o r o	956		1247		1 7 1 7 5 7	AXBYBZ	TUKURU	15	15.T.C 15.U.V 15.K.C 15.U.V 15.R.C 15.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tokoro	0	t o k o r o
1771	94_ear	EAR	LencaHonduras	Lenca-Honduras	jaN	jaN		610		j a n	957		1247		6 7 4	AXN	JAN	14	14.J.C 14.A.V 14.N.c	2.0 1.5 0.8	jan	0	- j a n -
1772	94_ear	EAR	Cacaopera	Cacaopera	tupa	tupa		606		t u p a	958		1247		1 7 1 7	AXBZ	TYPA	8	8.T.C 8.Y.V 8.P.C 8.A.V	2.0 1.5 1.75 0.8	tupa	0	t u p a
1773	94_ear	EAR	Mayangna	Mayangna	tapa	tapa		606		t a p a	958		1247		1 7 1 7	AXBZ	TAPA	18	18.T.C 18.A.V 18.P.C 18.A.V	2.0 1.5 1.75 0.8	tapa	0	t a p a
1774	94_ear	EAR	Ulwa	Ulwa	tapa	tapa		606		t a p a	958		1247		1 7 1 7	AXBZ	TAPA	25	25.T.C 25.A.V 25.P.C 25.A.V	2.0 1.5 1.75 0.8	tapa	0	t a p a
1775	94_ear	EAR	Miskito	Mískito	kjama	kjama		610		k j a m a	959		1247		1 6 7 4 7	ACXBZ	KJAMA	19	19.K.C 19.J.C 19.A.V 19.M.C 19.A.V	2.0 1.5 1.5 1.75 0.8	kjama	0	k j a m a
1776	94_ear	EAR	Pech	Pech	sũh	sũh		614		s ũ h	960		1247		3 7 3	AXN	SYH	21	21.S.C 21.Y.V 21.H.c	2.0 1.5 0.8	sũh	0	s ũ h
1777	94_ear	EAR	Rama	Rama	ku-ka:	ku-ka:		607 608		k u + k aː	961		1247		1 7 9 1 7	AX_AX	KY_KA	22	22.K.C 22.Y.V 22._._ 22.K.C 22.A.V	2.0 1.5 0.0 2.0 1.5	ku+kaː	0	k u - - + k aː - -
1778	94_ear	EAR	MalekuJaika	Maléku Jaíka	toko:	toko:		613		t o k oː	956		1247		1 7 1 7	AXBZ	TUKU	17	17.T.C 17.U.V 17.K.C 17.U.V	2.0 1.5 1.75 0.8	tokoː	0	t o k oː
1779	94_ear	EAR	Boruca	Boruca	kuágàx	kuágàx		604		k u á/a g à/a x	961		1247		1 7 7 1 7 3	AXYBYN	KYAKAG	4	4.K.C 4.Y.V 4.A.V 4.K.C 4.A.V 4.G.c	2.0 1.5 1.3 1.75 1.3 0.8	kuá/agà/ax	0	k u á/a g à/a x
1780	94_ear	EAR	Bribri	Bribri	kukʊ́	kukʊ́		602		k u k ʊ́/ʊ	961		1247		1 7 1 7	AXBZ	KYKY	5	5.K.C 5.Y.V 5.K.C 5.Y.V	2.0 1.5 1.75 0.8	kukʊ́/ʊ	0	k u k - ʊ́/ʊ
1781	94_ear	EAR	Cabecar	Cabécar	kukʊ́	kukʊ́		602		k u k ʊ́/ʊ	961		1247		1 7 1 7	AXBZ	KYKY	7	7.K.C 7.Y.V 7.K.C 7.Y.V	2.0 1.5 1.75 0.8	kukʊ́/ʊ	0	k u k - ʊ́/ʊ
1782	94_ear	EAR	Teribe	Teribe	kuòŋ-uó	kuòŋ-uó		616 617		k u ò/o ŋ + u ó/o	961		1247		1 7 7 4 9 7 7	AXYN_XZ	KYUN_YU	24	24.K.C 24.Y.V 24.U.V 24.N.c 24._._ 24.Y.V 24.U.V	2.0 1.5 1.3 0.8 0.0 1.5 0.8	kuò/oŋ+uó/o	0	k u ò/o ŋ + u ó/o
1783	94_ear	EAR	Ngabere	Ngäbere	olo	olo		605		o l o	962		1247		7 5 7	XBZ	ULU	20	20.U.V 20.L.C 20.U.V	1.5 1.75 0.8	olo	0	o l o
1784	94_ear	EAR	Buglere	Buglere	olo	olo		605		o l o	962		1247		7 5 7	XBZ	ULU	6	6.U.V 6.L.C 6.U.V	1.5 1.75 0.8	olo	0	o l o
1785	94_ear	EAR	Dorasque	Dorasque	ku-gá	ku-gá		607 608		k u + g á/a	961		1247		1 7 9 1 7	AX_AX	KY_KA	13	13.K.C 13.Y.V 13._._ 13.K.C 13.A.V	2.0 1.5 0.0 2.0 1.5	ku+gá/a	0	k u - - + g á/a - -
1786	94_ear	EAR	SanBlasKuna	San Blas Kuna	uaja	uaja		615		u a j a	963		1247		7 7 6 7	XYBZ	YAJA	23	23.Y.V 23.A.V 23.J.C 23.A.V	1.5 1.3 1.75 0.8	uaja	0	u a j a
1787	94_ear	EAR	Cogui	Cogui	'ku-ka	'ku-ka		607 608		'k/k u + k a	961		1247		1 7 9 1 7	AX_AX	KY_KA	12	12.K.C 12.Y.V 12._._ 12.K.C 12.A.V	2.0 1.5 0.0 2.0 1.5	'k/ku+ka	0	'k/k u - - + k a - -
1788	94_ear	EAR	Arhuaco	Arhuaco	'kukkwɨ	'kukkwɨ		602		'k/k u k w ɨ	961		1247		1 7 1 6 7	AXBCZ	KYKWI	1	1.K.C 1.Y.V 1.K.C 1.W.C 1.I.V	2.0 1.5 1.75 1.5 0.8	'k/kukwɨ	0	'k/k u k w ɨ
1789	94_ear	EAR	Malayo	Malayo	ku'-kwa	ku'-kwa		607 612		k 'u/u + k w a	961		1247		1 7 9 1 6 7	AX_ACX	KY_KWA	16	16.K.C 16.Y.V 16._._ 16.K.C 16.W.C 16.A.V	2.0 1.5 0.0 2.0 1.5 1.5	k'u/u+kwa	0	k 'u/u - - + k w a
1790	94_ear	EAR	Chimila	Chimila	ku:sa-ka	ku:sa-ka		609 608		k uː s a + k a	961		1247		1 7 3 7 9 1 7	AXBZ_AX	KYSA_KA	11	11.K.C 11.Y.V 11.S.C 11.A.V 11._._ 11.K.C 11.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	kuːsa+ka	0	k uː s a + k a - -
1791	94_ear	EAR	Chibcha	Chibcha	kuhu-ka	kuhu-ka		607 608		k u h u + k a	961		1247		1 7 3 7 9 1 7	AXBZ_AX	KYHY_KA	10	10.K.C 10.Y.V 10.H.C 10.Y.V 10._._ 10.K.C 10.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	kuhu+ka	0	k u h u + k a - -
1792	94_ear	EAR	CentralTunebo	Central Tunebo	kuh-ka'ha	kuh-ka'ha		607 608		k u h + k 'a/a h a	961		1247		1 7 3 9 1 7 3 7	AXN_AXBZ	KYH_KAHA	9	9.K.C 9.Y.V 9.H.c 9._._ 9.K.C 9.A.V 9.H.C 9.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	kuh+k'a/aha	0	k u h - + k 'a/a h a
1793	94_ear	EAR	Bari	Barí	kokti	kokti		603		k o k t i	961		1247		1 7 1 1 7	AXMBZ	KUKTI	3	3.K.C 3.U.V 3.K.c 3.T.C 3.I.V	2.0 1.5 1.1 1.75 0.8	kokti	0	k o k t i
#
2321	101_earthsoil	EARTH (SOIL)	LencaSalvador	Lenca-Salvador	omoN	omoN		645		o m o n	1257		1228		7 4 7 4	XBYN	UMUN	15	15.U.V 15.M.C 15.U.V 15.N.c	1.5 1.75 1.3 0.8	omon	0	o m o n
2322	101_earthsoil	EARTH (SOIL)	LencaHonduras	Lenca-Honduras	lum	lum		644		l u m	1258		1228		5 7 4	AXN	LYM	14	14.L.C 14.Y.V 14.M.c	2.0 1.5 0.8	lum	0	l u m
2323	101_earthsoil	EARTH (SOIL)	Cacaopera	Cacaopera	duru	duru		640		d u r u	1258		1228		1 7 5 7	AXBZ	TYRY	8	8.T.C 8.Y.V 8.R.C 8.Y.V	2.0 1.5 1.75 0.8	duru	0	d u r u
2324	101_earthsoil	EARTH (SOIL)	Mayangna	Mayangna	saw	saw		648		s a w	1259		1228		3 7 6	AXN	SAW	18	18.S.C 18.A.V 18.W.c	2.0 1.5 0.8	saw	0	s a w
2325	101_earthsoil	EARTH (SOIL)	Ulwa	Ulwa	saw	saw		648		s a w	1259		1228		3 7 6	AXN	SAW	25	25.S.C 25.A.V 25.W.c	2.0 1.5 0.8	saw	0	s a w
2326	101_earthsoil	EARTH (SOIL)	Miskito	Mískito	tasba	tasba		649		t a s b a	1260		1228		1 7 3 1 7	AXMBZ	TASPA	19	19.T.C 19.A.V 19.S.c 19.P.C 19.A.V	2.0 1.5 1.1 1.75 0.8	tasba	0	t a s b a
2327	101_earthsoil	EARTH (SOIL)	Pech	Pech	kúk	kúk		651		k ú/u k	1261		1228		1 7 1	AXN	KYK	21	21.K.C 21.Y.V 21.K.c	2.0 1.5 0.8	kú/uk	0	k - ú/u k
2328	101_earthsoil	EARTH (SOIL)	Rama	Rama	taki	taki		640		t a k i	1262		1228		1 7 1 7	AXBZ	TAKI	22	22.T.C 22.A.V 22.K.C 22.I.V	2.0 1.5 1.75 0.8	taki	0	t a k i
2329	101_earthsoil	EARTH (SOIL)	MalekuJaika	Maléku Jaíka	laka:	laka:		647		l a k aː	1263		1228		5 7 1 7	AXBZ	LAKA	17	17.L.C 17.A.V 17.K.C 17.A.V	2.0 1.5 1.75 0.8	lakaː	0	l a k aː
